Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
TaskPit,20130205:090531,20130205:090539,0,0,0
FileOperation,20130205:090539,20130205:090540,0,0,0
FileOperation,20130205:090540,20130205:090545,0,0,0
FileOperation,20130205:090545,20130205:090547,0,0,0
FileOperation,20130205:090547,20130205:090555,0,0,0
Excel,20130205:090555,20130205:090559,0,0,0
Excel,20130205:090559,20130205:090601,0,0,0
FileOperation,20130205:090601,20130205:090603,0,0,0
Other,20130205:090603,20130205:090607,0,0,0
Other,20130205:090607,20130205:090610,0,0,0
Other,20130205:090610,20130205:090748,0,0,0
Other,20130205:090748,20130205:090749,0,0,0
Other,20130205:090749,20130205:090831,0,0,0
Testing,20130205:092259,20130205:092305,0,0,13
Testing,20130205:092305,20130205:092310,0,0,0
FileOperation,20130205:092310,20130205:092323,0,0,0
FileOperation,20130205:092323,20130205:092325,0,0,0
Excel,20130205:092325,20130205:092340,0,0,0
FileOperation,20130205:092340,20130205:092347,0,0,0
FileOperation,20130205:092347,20130205:092356,0,0,0
Excel,20130205:092356,20130205:092419,0,0,0
Email,20130205:092419,20130205:092421,0,0,0
Email,20130205:092421,20130205:092448,0,0,1
Email,20130205:092448,20130205:092454,0,0,3
Other,20130205:092454,20130205:092456,0,0,0
Testing,20130205:092456,20130205:092500,0,0,0
Testing,20130205:092500,20130205:092508,0,0,0
FileOperation,20130205:092508,20130205:092512,0,0,0
FileOperation,20130205:092512,20130205:092517,0,0,0
FileOperation,20130205:092517,20130205:092534,0,0,0
FileOperation,20130205:092534,20130205:092535,0,0,0
FileOperation,20130205:092535,20130205:092540,0,0,0
Other,20130205:092540,20130205:092542,0,0,0
Other,20130205:092542,20130205:092545,0,0,0
Other,20130205:092545,20130205:092600,0,0,0
Other,20130205:092600,20130205:092614,0,0,21
Other,20130205:092614,20130205:092617,0,0,0
Other,20130205:092617,20130205:092623,0,0,4
Other,20130205:092623,20130205:092625,0,0,0
Other,20130205:092625,20130205:092631,0,0,4
Other,20130205:092631,20130205:092633,0,0,0
FileOperation,20130205:092633,20130205:092635,0,0,0
FileOperation,20130205:092635,20130205:092654,0,0,0
Other,20130205:092654,20130205:092712,0,0,9
Other,20130205:092712,20130205:092714,0,0,0
Other,20130205:092714,20130205:092715,0,0,0
Other,20130205:092715,20130205:092739,0,0,0
Other,20130205:092739,20130205:092801,0,0,0
Other,20130205:092801,20130205:092802,0,0,0
Other,20130205:092802,20130205:092806,0,0,0
Other,20130205:092806,20130205:092810,0,0,0
Other,20130205:092810,20130205:092817,0,0,0
Other,20130205:092817,20130205:092822,0,0,0
Other,20130205:092822,20130205:092823,0,0,0
Other,20130205:092823,20130205:092825,0,0,0
Other,20130205:092825,20130205:092828,0,0,0
FileOperation,20130205:092828,20130205:092830,0,0,0
Email,20130205:092831,20130205:092837,0,0,0
FileOperation,20130205:092837,20130205:092841,0,0,0
Email,20130205:092841,20130205:092842,0,0,0
FileOperation,20130205:092905,20130205:092907,0,0,0
FileOperation,20130205:092907,20130205:092914,0,0,0
FileOperation,20130205:092914,20130205:092926,0,0,0
Other,20130205:092926,20130205:092930,0,0,0
FileOperation,20130205:092930,20130205:092932,0,0,0
Other,20130205:092932,20130205:092935,0,0,0
FileOperation,20130205:092935,20130205:092939,0,0,0
FileOperation,20130205:092939,20130205:092940,0,0,0
FileOperation,20130205:092940,20130205:092942,0,0,0
Other,20130205:092942,20130205:092943,0,0,0
Other,20130205:092943,20130205:092946,0,0,0
Other,20130205:092946,20130205:092957,0,0,0
FileOperation,20130205:092957,20130205:093000,0,0,0
FileOperation,20130205:093000,20130205:093001,0,0,0
FileOperation,20130205:093001,20130205:093002,0,0,0
Other,20130205:093012,20130205:093014,0,0,2
Other,20130205:093014,20130205:093017,0,0,2
Other,20130205:093017,20130205:093019,0,0,0
Other,20130205:093019,20130205:093022,0,0,0
Other,20130205:093022,20130205:093024,0,0,0
FileOperation,20130205:093024,20130205:093027,0,0,0
FileOperation,20130205:093027,20130205:093029,0,0,0
Other,20130205:093029,20130205:093031,0,0,0
Other,20130205:093031,20130205:093034,0,0,0
Other,20130205:093034,20130205:093040,0,0,0
Other,20130205:093040,20130205:093130,0,0,28
Other,20130205:093130,20130205:093131,0,0,0
Other,20130205:093131,20130205:093132,0,0,0
Other,20130205:093132,20130205:093133,0,0,0
Other,20130205:093133,20130205:093134,0,0,0
Other,20130205:093134,20130205:093137,0,0,7
Other,20130205:093137,20130205:093230,0,0,23
FileOperation,20130205:093230,20130205:093244,0,0,2
Testing,20130205:093244,20130205:093330,0,0,22
FileOperation,20130205:093330,20130205:093332,0,0,0
Other,20130205:093333,20130205:093336,0,0,0
FileOperation,20130205:093336,20130205:093347,0,0,0
FileOperation,20130205:093347,20130205:093356,0,0,0
FileOperation,20130205:093356,20130205:093401,0,0,0
Other,20130205:093401,20130205:093402,0,0,0
Other,20130205:093402,20130205:093410,0,0,2
Other,20130205:093410,20130205:093427,0,0,10
Other,20130205:093427,20130205:093429,0,0,0
FileOperation,20130205:093429,20130205:093454,0,0,0
Other,20130205:093454,20130205:093500,0,0,0
Other,20130205:093500,20130205:093522,0,0,0
Other,20130205:093522,20130205:093529,0,0,0
Email,20130205:093529,20130205:093535,0,0,0
Other,20130205:093535,20130205:093600,0,0,0
Email,20130205:093600,20130205:093610,0,0,0
Other,20130205:093610,20130205:093654,0,0,3
Other,20130205:095428,20130205:095501,0,0,1
Other,20130205:095501,20130205:095534,0,0,0
Other,20130205:095534,20130205:095539,0,0,0
Other,20130205:095539,20130205:095632,0,0,0
FileOperation,20130205:095632,20130205:095633,0,0,0
Excel,20130205:095633,20130205:095728,0,0,0
Other,20130205:095922,20130205:100001,0,0,1
Other,20130205:100001,20130205:100223,0,0,0
Other,20130205:100343,20130205:100346,0,0,1
Other,20130205:100346,20130205:100347,0,0,0
Other,20130205:100347,20130205:100351,0,0,0
Excel,20130205:100351,20130205:100352,0,0,0
Other,20130205:100352,20130205:100415,0,0,0
Other,20130205:100415,20130205:100417,0,0,0
FileOperation,20130205:100417,20130205:100418,0,0,0
Excel,20130205:100418,20130205:100501,0,0,0
Excel,20130205:100501,20130205:100536,0,0,0
Other,20130205:100536,20130205:100549,0,0,0
Other,20130205:100549,20130205:101002,0,0,14
Other,20130205:101002,20130205:101011,0,0,1
Other,20130205:101011,20130205:101013,0,0,0
Other,20130205:101013,20130205:101015,0,0,0
Other,20130205:101015,20130205:101023,0,0,0
Excel,20130205:101023,20130205:101102,0,0,0
