Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
TaskPit,20130205:085442,20130205:085500,0,0,0
TaskPit,20130205:085500,20130205:085527,1,0,0
FileOperation,20130205:085527,20130205:085532,0,0,0
Browser,20130205:085532,20130205:085533,0,0,0
Browser,20130205:085533,20130205:085544,2,0,0
Browser,20130205:085544,20130205:085606,1,0,0
Browser,20130205:085606,20130205:085616,1,0,15
Browser,20130205:085616,20130205:085620,1,0,0
Browser,20130205:085620,20130205:085623,1,0,0
Browser,20130205:085623,20130205:085625,1,0,0
Browser,20130205:085625,20130205:085630,2,0,0
Browser,20130205:085630,20130205:085634,1,0,0
Browser,20130205:085634,20130205:085705,1,0,28
Browser,20130205:085705,20130205:085706,0,0,0
Browser,20130205:085706,20130205:085710,0,0,0
Browser,20130205:085710,20130205:085723,2,0,0
Browser,20130205:085723,20130205:085726,1,0,0
Browser,20130205:085726,20130205:085727,1,0,0
Browser,20130205:085727,20130205:085732,2,0,0
Document,20130205:085732,20130205:085825,1,0,0
Browser,20130205:085825,20130205:085827,1,0,0
Browser,20130205:085827,20130205:085829,1,0,0
Browser,20130205:085829,20130205:085836,1,0,0
FileOperation,20130205:085836,20130205:085839,2,0,0
FileOperation,20130205:085839,20130205:085841,2,0,0
FileOperation,20130205:085841,20130205:085842,0,0,0
FileOperation,20130205:085842,20130205:085854,2,0,0
FileOperation,20130205:085857,20130205:085939,2,0,0
FileOperation,20130205:085939,20130205:090000,0,0,0
FileOperation,20130205:090000,20130205:090031,1,0,0
FileOperation,20130205:090031,20130205:090043,2,0,0
FileOperation,20130205:090043,20130205:090049,2,0,0
FileOperation,20130205:090049,20130205:090051,1,0,0
FileOperation,20130205:090051,20130205:090054,1,0,0
FileOperation,20130205:090054,20130205:090101,1,0,0
Email,20130205:090101,20130205:090103,1,0,0
Email,20130205:090103,20130205:090112,3,0,0
Email,20130205:090112,20130205:090132,13,0,0
Email,20130205:090132,20130205:090148,5,0,2
FileOperation,20130205:090148,20130205:090149,1,0,0
FileOperation,20130205:090149,20130205:090151,0,0,3
FileOperation,20130205:090151,20130205:090157,3,0,0
Excel,20130205:090157,20130205:090202,1,0,0
Email,20130205:090202,20130205:090208,0,0,2
Excel,20130205:090208,20130205:090426,10,0,0
Email,20130205:090426,20130205:090428,1,0,0
Excel,20130205:090428,20130205:090501,5,0,0
Excel,20130205:090501,20130205:090835,22,0,0
Email,20130205:090835,20130205:090843,4,1,0
Email,20130205:090843,20130205:090935,0,0,131
Email,20130205:090935,20130205:090937,0,0,1
FileOperation,20130205:090937,20130205:090938,0,0,2
Excel,20130205:090938,20130205:091002,2,0,0
Excel,20130205:091002,20130205:091309,1,0,0
Excel,20130205:091727,20130205:091731,2,0,0
FileOperation,20130205:091731,20130205:091733,1,0,0
Email,20130205:091733,20130205:091736,1,0,0
Excel,20130205:091736,20130205:091814,12,0,0
Email,20130205:091814,20130205:091817,1,0,0
Excel,20130205:091817,20130205:091834,3,0,0
Email,20130205:091834,20130205:091836,1,0,0
Excel,20130205:091836,20130205:091849,5,0,3
Email,20130205:091849,20130205:091911,0,0,67
Excel,20130205:091911,20130205:091914,2,0,2
Email,20130205:091914,20130205:091924,2,0,17
Excel,20130205:091924,20130205:091932,5,0,2
FileOperation,20130205:091932,20130205:091933,0,0,2
Email,20130205:091933,20130205:091949,2,0,51
Excel,20130205:091949,20130205:092004,4,0,0
Excel,20130205:092004,20130205:092019,2,1,0
FileOperation,20130205:092019,20130205:092030,1,0,0
Other,20130205:092030,20130205:092035,1,0,0
Excel,20130205:092035,20130205:092043,2,0,0
FileOperation,20130205:092043,20130205:092044,0,0,2
Email,20130205:092044,20130205:092127,4,0,53
Other,20130205:092127,20130205:092130,1,0,0
Email,20130205:092130,20130205:092134,3,0,0
Excel,20130205:092134,20130205:092448,46,0,0
FileOperation,20130205:092448,20130205:092449,0,0,2
Email,20130205:092449,20130205:092450,0,0,2
Excel,20130205:092450,20130205:092504,6,0,0
Excel,20130205:092504,20130205:092514,5,0,2
Email,20130205:092514,20130205:092515,0,0,2
Excel,20130205:092515,20130205:092529,5,0,0
FileOperation,20130205:092529,20130205:092530,0,0,2
Email,20130205:092530,20130205:092546,1,0,42
Excel,20130205:092546,20130205:092627,17,0,2
Email,20130205:092627,20130205:092911,1,0,402
FileOperation,20130205:092911,20130205:092912,0,0,2
Excel,20130205:092912,20130205:092913,0,0,2
Email,20130205:092913,20130205:092922,2,0,10
Excel,20130205:092922,20130205:092924,1,0,2
Email,20130205:092924,20130205:092929,2,0,0
Excel,20130205:092929,20130205:092931,1,0,1
Email,20130205:092931,20130205:093004,2,0,80
Email,20130205:093004,20130205:093005,1,0,0
Excel,20130205:093005,20130205:093017,4,0,2
Email,20130205:093017,20130205:093026,2,0,0
Excel,20130205:093026,20130205:093034,2,0,2
Email,20130205:093034,20130205:093044,1,0,0
Excel,20130205:093044,20130205:093112,11,0,2
Email,20130205:093112,20130205:093227,1,0,109
Excel,20130205:093227,20130205:093229,2,0,2
Email,20130205:093229,20130205:093325,1,0,76
Excel,20130205:093325,20130205:093339,9,0,2
Email,20130205:093339,20130205:093409,1,0,26
Excel,20130205:093409,20130205:093411,1,0,2
Email,20130205:093411,20130205:093504,1,0,104
Email,20130205:093504,20130205:093731,1,0,188
Excel,20130205:093731,20130205:093743,2,0,1
Email,20130205:093743,20130205:093958,6,0,243
Email,20130205:093958,20130205:094001,0,0,0
Excel,20130205:094001,20130205:094002,1,0,0
Excel,20130205:094002,20130205:094004,1,0,0
Excel,20130205:094004,20130205:094006,1,0,0
Other,20130205:094006,20130205:094008,1,0,0
Email,20130205:094008,20130205:094009,0,0,0
Email,20130205:094009,20130205:094016,8,0,0
Email,20130205:094016,20130205:094019,3,0,0
FileOperation,20130205:094019,20130205:094109,1,0,0
Email,20130205:094109,20130205:094111,1,0,0
FileOperation,20130205:094111,20130205:094116,1,0,0
Email,20130205:094116,20130205:094122,1,0,0
FileOperation,20130205:094122,20130205:094127,2,0,0
FileOperation,20130205:094127,20130205:094129,2,0,0
FileOperation,20130205:094129,20130205:094131,1,0,0
Other,20130205:094131,20130205:094201,3,0,0
FileOperation,20130205:094201,20130205:094204,1,0,0
Other,20130205:094204,20130205:094233,1,0,0
FileOperation,20130205:094233,20130205:094243,2,0,0
Other,20130205:094243,20130205:094245,1,0,0
FileOperation,20130205:094245,20130205:094251,1,0,0
Other,20130205:094251,20130205:094319,1,0,0
FileOperation,20130205:094319,20130205:094355,1,0,0
Other,20130205:094355,20130205:094408,1,0,0
FileOperation,20130205:094408,20130205:094410,1,0,0
FileOperation,20130205:094410,20130205:094411,1,0,0
FileOperation,20130205:094411,20130205:094413,2,0,0
FileOperation,20130205:094413,20130205:094442,2,0,0
FileOperation,20130205:094442,20130205:094449,1,0,0
Email,20130205:094449,20130205:094504,1,0,0
Email,20130205:094504,20130205:094621,1,0,0
FileOperation,20130205:094621,20130205:094634,2,0,0
Email,20130205:094634,20130205:094645,1,0,0
FileOperation,20130205:094645,20130205:094648,2,0,0
