Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
TaskPit,20130205:110215,20130205:110241,1,0,0
TaskPit,20130205:110244,20130205:110255,0,0,0
Email,20130205:110255,20130205:110256,0,0,0
Email,20130205:110256,20130205:110302,0,0,5
FileOperation,20130205:110302,20130205:110305,1,0,0
Email,20130205:110305,20130205:110601,19,0,0
Email,20130205:110601,20130205:110607,4,0,0
Email,20130205:110607,20130205:110611,5,0,0
FileOperation,20130205:110611,20130205:110646,1,0,0
Email,20130205:110647,20130205:110649,1,0,0
FileOperation,20130205:110650,20130205:110651,0,0,0
Browser,20130205:110651,20130205:110652,0,0,0
Browser,20130205:110652,20130205:110717,1,0,0
FileOperation,20130205:110717,20130205:110721,2,0,0
Browser,20130205:110721,20130205:110723,0,0,3
Browser,20130205:110745,20130205:110800,1,0,0
Browser,20130205:110800,20130205:110802,1,0,0
Browser,20130205:110802,20130205:110905,12,0,23
Browser,20130205:110905,20130205:110908,2,0,0
Browser,20130205:110908,20130205:110915,2,0,0
Browser,20130205:110915,20130205:110916,1,0,0
Browser,20130205:110916,20130205:110919,2,0,0
Browser,20130205:110919,20130205:110921,1,0,0
Browser,20130205:110921,20130205:111000,8,0,15
Browser,20130205:111000,20130205:111006,1,0,1
Browser,20130205:111006,20130205:111007,0,0,0
Browser,20130205:111007,20130205:111010,0,0,0
Browser,20130205:111010,20130205:111014,1,0,0
Browser,20130205:111014,20130205:111017,1,0,0
Browser,20130205:111017,20130205:111022,1,0,0
Browser,20130205:111022,20130205:111025,1,0,0
Browser,20130205:111025,20130205:111027,1,0,0
Browser,20130205:111027,20130205:111030,1,0,0
Browser,20130205:111030,20130205:111104,20,0,22
Browser,20130205:111104,20130205:111106,1,0,0
Browser,20130205:111106,20130205:111108,1,0,0
Browser,20130205:111108,20130205:111111,1,0,0
Browser,20130205:111111,20130205:111115,1,0,0
Browser,20130205:111115,20130205:111116,1,0,0
Browser,20130205:111116,20130205:111118,1,0,0
Email,20130205:111118,20130205:111121,1,0,0
FileOperation,20130205:111121,20130205:111122,1,0,0
FileOperation,20130205:111122,20130205:111125,2,0,0
FileOperation,20130205:111125,20130205:111128,2,0,0
Document,20130205:111128,20130205:111130,0,0,0
FileOperation,20130205:111130,20130205:111132,0,0,0
Document,20130205:111132,20130205:111237,1,0,0
Email,20130205:111237,20130205:111331,12,0,2
Email,20130205:111331,20130205:111332,1,0,0
Email,20130205:111332,20130205:111359,3,0,68
Email,20130205:111359,20130205:111400,0,0,7
Email,20130205:111400,20130205:111402,0,0,7
Email,20130205:111402,20130205:111426,4,0,3
Email,20130205:111426,20130205:111430,1,0,0
Email,20130205:111430,20130205:111436,2,0,0
Email,20130205:111436,20130205:111440,1,0,0
Email,20130205:111440,20130205:111441,1,0,0
Document,20130205:111441,20130205:111442,1,0,0
Email,20130205:111442,20130205:111445,1,0,0
Email,20130205:111445,20130205:111500,4,0,0
Email,20130205:111500,20130205:111501,0,0,0
Email,20130205:111501,20130205:111539,4,0,105
Email,20130205:111539,20130205:111540,0,0,5
Email,20130205:111540,20130205:111541,0,0,4
Email,20130205:111541,20130205:111605,2,0,90
Email,20130205:111605,20130205:111608,1,0,0
Email,20130205:111608,20130205:111617,5,0,0
Email,20130205:111617,20130205:111627,2,0,0
FileOperation,20130205:111627,20130205:111628,1,0,0
Email,20130205:111628,20130205:111631,1,0,0
Email,20130205:111631,20130205:111752,4,0,165
Email,20130205:111752,20130205:111753,1,0,0
Email,20130205:111753,20130205:111755,2,0,0
Email,20130205:111755,20130205:111756,1,0,0
Browser,20130205:111757,20130205:111846,1,0,0
FileOperation,20130205:111846,20130205:111848,2,0,0
Browser,20130205:111848,20130205:111901,2,0,0
FileOperation,20130205:111901,20130205:111904,1,0,0
Document,20130205:111904,20130205:112001,4,0,0
Document,20130205:112001,20130205:112025,1,0,0
FileOperation,20130205:112025,20130205:112026,1,0,0
FileOperation,20130205:112026,20130205:112028,3,0,0
FileOperation,20130205:112028,20130205:112031,1,0,0
Email,20130205:112031,20130205:112032,1,0,0
FileOperation,20130205:112032,20130205:112035,1,0,2
FileOperation,20130205:112035,20130205:112036,0,0,1
FileOperation,20130205:112036,20130205:112037,0,0,0
FileOperation,20130205:112037,20130205:112042,3,0,3
Email,20130205:112042,20130205:112044,1,0,0
FileOperation,20130205:112044,20130205:112045,2,0,0
FileOperation,20130205:112045,20130205:112052,4,0,3
Email,20130205:112052,20130205:112054,1,0,0
Browser,20130205:112054,20130205:112059,1,0,0
Email,20130205:112059,20130205:112116,2,0,0
FileOperation,20130205:112116,20130205:112117,1,0,0
Browser,20130205:112117,20130205:112119,1,0,0
Browser,20130205:112119,20130205:112122,1,0,0
Browser,20130205:112122,20130205:112125,0,0,0
Browser,20130205:112125,20130205:112129,1,0,0
Browser,20130205:112129,20130205:112141,3,0,0
Browser,20130205:112141,20130205:112143,1,0,0
Browser,20130205:112143,20130205:112146,1,0,0
Browser,20130205:112146,20130205:112147,0,0,0
Document,20130205:112147,20130205:112222,1,0,0
Browser,20130205:112222,20130205:112223,1,0,0
Email,20130205:112223,20130205:112227,1,0,0
Email,20130205:112227,20130205:112501,13,0,0
Email,20130205:112501,20130205:112627,0,0,0
Email,20130205:112724,20130205:112725,1,0,0
Browser,20130205:112725,20130205:112729,2,0,0
Document,20130205:112729,20130205:112757,1,0,0
Email,20130205:112757,20130205:112857,6,0,0
Document,20130205:112857,20130205:113001,7,0,0
Document,20130205:113001,20130205:113021,1,0,0
Email,20130205:113021,20130205:113022,1,0,0
Browser,20130205:113022,20130205:113023,1,0,0
Browser,20130205:113023,20130205:113024,0,0,2
Browser,20130205:113024,20130205:113030,1,0,0
FileOperation,20130205:113030,20130205:113031,1,0,0
Email,20130205:113031,20130205:113105,3,0,0
FileOperation,20130205:113105,20130205:113107,2,0,0
FileOperation,20130205:113107,20130205:113108,0,0,0
FileOperation,20130205:113108,20130205:113110,2,0,0
Document,20130205:113110,20130205:113219,3,0,0
FileOperation,20130205:113219,20130205:113221,1,0,0
FileOperation,20130205:113221,20130205:113223,1,0,0
Email,20130205:113223,20130205:113402,10,0,0
Email,20130205:113402,20130205:113501,1,0,189
Email,20130205:113501,20130205:113727,10,0,311
Email,20130205:113727,20130205:113728,1,0,0
Email,20130205:113728,20130205:113730,2,0,0
Email,20130205:113730,20130205:113734,0,0,0
Email,20130205:113734,20130205:113737,1,0,0
Email,20130205:113737,20130205:113801,6,0,0
Email,20130205:113801,20130205:113809,4,0,0
Email,20130205:113809,20130205:113813,1,0,1
Email,20130205:113813,20130205:113814,0,0,6
Email,20130205:113814,20130205:113815,0,0,6
Email,20130205:113815,20130205:113816,0,0,8
Email,20130205:113816,20130205:113817,0,0,5
Email,20130205:113817,20130205:113847,3,0,113
Email,20130205:113847,20130205:113849,1,0,0
Email,20130205:113849,20130205:113954,6,0,0
Browser,20130205:113955,20130205:113958,1,0,0
Browser,20130205:113958,20130205:114001,0,0,0
Browser,20130205:114001,20130205:114008,1,0,0
Email,20130205:114008,20130205:114009,1,0,0
Email,20130205:114009,20130205:114050,1,0,218
FileOperation,20130205:114050,20130205:114051,1,0,0
Email,20130205:114051,20130205:114205,10,0,0
Email,20130205:114205,20130205:114501,14,0,337
Email,20130205:114501,20130205:114551,16,0,79
Email,20130205:114551,20130205:114554,4,0,0
Email,20130205:114554,20130205:114559,0,0,0
FileOperation,20130205:114559,20130205:114600,1,0,0
Email,20130205:114600,20130205:114602,1,0,0
Email,20130205:114602,20130205:114649,12,0,0
Email,20130205:114649,20130205:114650,0,0,0
Email,20130205:114650,20130205:114651,1,0,0
Email,20130205:114651,20130205:114722,10,0,0
Email,20130205:114722,20130205:114723,0,0,0
Email,20130205:114723,20130205:114740,3,0,16
Email,20130205:114740,20130205:114744,2,0,2
FileOperation,20130205:114744,20130205:114745,0,0,0
Email,20130205:114745,20130205:114746,0,0,0
Other,20130205:114746,20130205:114747,2,0,0
FileOperation,20130205:114747,20130205:114749,2,0,0
Email,20130205:114749,20130205:114919,2,0,338
FileOperation,20130205:114919,20130205:114920,0,0,2
FileOperation,20130205:114920,20130205:114924,2,0,0
FileOperation,20130205:114924,20130205:114927,3,0,0
FileOperation,20130205:114927,20130205:114928,0,0,0
FileOperation,20130205:114928,20130205:114934,2,0,0
FileOperation,20130205:114934,20130205:114937,2,0,0
FileOperation,20130205:114937,20130205:114939,2,0,0
FileOperation,20130205:114939,20130205:114941,2,0,0
