Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
TaskPit,20130204:140641,20130204:140703,0,0,0
Other,20130204:140703,20130204:140748,2,0,0
FileOperation,20130204:140748,20130204:140749,0,0,0
Testing,20130204:140749,20130204:140754,1,0,0
TaskPit,20130204:140754,20130204:140822,1,0,0
FileOperation,20130204:140822,20130204:140831,1,0,2
FileOperation,20130204:140831,20130204:140853,1,0,20
FileOperation,20130204:140853,20130204:140856,2,0,0
FileOperation,20130204:140856,20130204:140900,2,0,0
FileOperation,20130204:140900,20130204:140902,2,0,0
FileOperation,20130204:140902,20130204:140904,2,0,0
FileOperation,20130204:140904,20130204:140905,2,0,0
FileOperation,20130204:140905,20130204:140933,3,0,0
Excel,20130204:140933,20130204:140939,1,0,0
Excel,20130204:140939,20130204:141000,0,0,0
Excel,20130204:141000,20130204:141006,1,0,0
Excel,20130204:141006,20130204:141007,1,0,0
FileOperation,20130204:141007,20130204:141009,1,0,0
FileOperation,20130204:141009,20130204:141020,2,0,0
FileOperation,20130204:141020,20130204:141023,2,0,0
FileOperation,20130204:141023,20130204:141035,2,1,0
Other,20130204:141035,20130204:141103,3,0,3
Other,20130204:141103,20130204:141129,1,0,23
Other,20130204:141129,20130204:141132,1,0,0
Other,20130204:141132,20130204:141144,2,0,12
Other,20130204:141144,20130204:141145,0,0,0
Other,20130204:141145,20130204:141147,1,0,0
FileOperation,20130204:141147,20130204:141151,2,0,0
FileOperation,20130204:141151,20130204:141209,1,0,0
Other,20130204:141209,20130204:141210,0,0,0
Other,20130204:141210,20130204:141500,0,0,3
Other,20130204:141500,20130204:141513,0,0,0
Other,20130204:142500,20130204:142608,2,0,0
Other,20130204:142608,20130204:142610,1,0,0
FileOperation,20130204:142610,20130204:142617,2,0,0
FileOperation,20130204:142617,20130204:142623,1,0,0
Other,20130204:142623,20130204:142631,0,0,0
Other,20130204:142631,20130204:142726,2,0,7
Other,20130204:142726,20130204:142810,1,0,38
Other,20130204:142810,20130204:142812,1,0,0
FileOperation,20130204:142812,20130204:142825,5,0,0
FileOperation,20130204:142825,20130204:142829,1,0,0
Other,20130204:142829,20130204:142830,0,0,0
Other,20130204:142830,20130204:142833,0,0,0
Other,20130204:142833,20130204:142838,0,0,2
Other,20130204:142838,20130204:142936,1,0,25
Other,20130204:142936,20130204:142943,1,0,0
Other,20130204:142943,20130204:143001,0,0,1
Other,20130204:143001,20130204:143025,1,0,1
Other,20130204:143025,20130204:143134,2,0,2
Other,20130204:143134,20130204:143156,6,0,0
Other,20130204:143156,20130204:143200,1,0,0
FileOperation,20130204:143200,20130204:143203,1,0,0
FileOperation,20130204:143203,20130204:143204,1,0,0
FileOperation,20130204:143204,20130204:143205,2,0,0
FileOperation,20130204:143205,20130204:143206,2,0,0
Excel,20130204:143206,20130204:143207,0,0,0
Excel,20130204:143207,20130204:143208,1,0,0
Excel,20130204:143208,20130204:143229,1,0,0
FileOperation,20130204:143229,20130204:143231,1,0,0
FileOperation,20130204:143231,20130204:143234,2,0,0
FileOperation,20130204:143234,20130204:143236,2,0,0
FileOperation,20130204:143236,20130204:143239,3,1,0
Other,20130204:143239,20130204:143259,0,0,5
Other,20130204:143259,20130204:143328,1,0,15
Other,20130204:143328,20130204:143438,1,0,0
Other,20130204:143438,20130204:143441,1,0,0
Other,20130204:143441,20130204:143448,1,0,0
Other,20130204:143448,20130204:143458,6,0,0
Other,20130204:143458,20130204:143501,1,0,0
Other,20130204:143501,20130204:143546,4,0,0
Other,20130204:143546,20130204:143849,43,0,9
Other,20130204:143849,20130204:143935,20,0,0
FileOperation,20130204:143935,20130204:143937,1,0,0
FileOperation,20130204:143937,20130204:143938,2,0,0
FileOperation,20130204:143938,20130204:143939,2,0,0
FileOperation,20130204:143939,20130204:143941,4,0,0
FileOperation,20130204:143941,20130204:143947,2,1,0
Other,20130204:143947,20130204:143950,1,0,0
FileOperation,20130204:143950,20130204:143953,4,1,0
Excel,20130204:143953,20130204:144001,1,0,0
Excel,20130204:144001,20130204:144020,1,0,0
FileOperation,20130204:144020,20130204:144022,2,0,0
Excel,20130204:144022,20130204:144026,1,0,0
FileOperation,20130204:144026,20130204:144028,2,0,0
Excel,20130204:144028,20130204:144031,1,0,0
FileOperation,20130204:144031,20130204:144032,2,0,0
Excel,20130204:144032,20130204:144105,2,0,0
FileOperation,20130204:144105,20130204:144109,1,0,0
Excel,20130204:144109,20130204:144223,4,0,0
Excel,20130204:144223,20130204:144225,3,0,0
FileOperation,20130204:144225,20130204:144233,2,0,0
FileOperation,20130204:144233,20130204:144236,1,0,0
FileOperation,20130204:144236,20130204:144243,1,1,0
Other,20130204:144243,20130204:144303,0,0,3
Other,20130204:144303,20130204:144311,1,0,10
Other,20130204:144311,20130204:144321,1,0,0
Other,20130204:144321,20130204:144408,1,0,17
Other,20130204:144408,20130204:144423,0,0,2
Other,20130204:144423,20130204:144428,0,0,8
Other,20130204:144428,20130204:144430,0,0,6
Other,20130204:144430,20130204:144438,1,0,13
Other,20130204:144438,20130204:144501,5,0,0
Other,20130204:144501,20130204:144514,29,0,0
Other,20130204:144514,20130204:144553,5,0,40
Other,20130204:144553,20130204:144555,1,0,0
FileOperation,20130204:144555,20130204:144612,3,0,0
FileOperation,20130204:144612,20130204:144616,1,0,0
FileOperation,20130204:144616,20130204:144622,1,0,0
FileOperation,20130204:144622,20130204:144633,1,0,0
Other,20130204:144633,20130204:144724,2,0,2
FileOperation,20130204:144724,20130204:144725,0,0,0
FileOperation,20130204:144725,20130204:144727,1,0,0
FileOperation,20130204:144727,20130204:144729,0,0,0
Other,20130204:144729,20130204:144749,0,0,0
Other,20130204:144749,20130204:144809,1,0,0
Other,20130204:144809,20130204:144846,9,0,0
Other,20130204:144847,20130204:144921,2,0,0
Other,20130204:144921,20130204:144930,2,0,0
FileOperation,20130204:144931,20130204:144941,1,0,16
FileOperation,20130204:144941,20130204:144948,2,0,0
FileOperation,20130204:144948,20130204:144951,3,0,0
FileOperation,20130204:144951,20130204:145001,0,0,0
FileOperation,20130204:145001,20130204:145004,2,0,0
FileOperation,20130204:145004,20130204:145015,2,0,0
FileOperation,20130204:145015,20130204:145026,2,0,0
FileOperation,20130204:145026,20130204:145232,3,1,0
Other,20130204:145232,20130204:145234,1,0,0
Other,20130204:145234,20130204:145241,1,0,0
Other,20130204:145241,20130204:145326,9,0,0
Other,20130204:145326,20130204:145331,2,0,0
Other,20130204:145331,20130204:145502,1,0,0
Other,20130204:145502,20130204:145555,1,0,0
Email,20130204:145557,20130204:145558,0,0,0
Email,20130204:145558,20130204:145605,1,0,0
Email,20130204:145605,20130204:145611,2,0,0
Email,20130204:145611,20130204:145618,8,0,0
Email,20130204:145618,20130204:145626,2,0,0
Other,20130204:145626,20130204:145918,4,0,0
Other,20130204:145918,20130204:145927,1,0,0
Other,20130204:145927,20130204:150002,0,0,0
Other,20130204:150002,20130204:150013,2,0,0
Other,20130204:150013,20130204:150017,0,0,0
Other,20130204:150017,20130204:150024,1,0,8
Other,20130204:150024,20130204:150042,2,0,0
Other,20130204:150042,20130204:150345,1,0,0
Other,20130204:150553,20130204:150554,1,1,0
FileOperation,20130204:150554,20130204:150604,1,0,0
Other,20130204:150604,20130204:150711,3,0,0
Email,20130204:150712,20130204:150713,0,0,0
Email,20130204:150713,20130204:150723,3,0,0
