Task,StartTime,EndTime,LeftClicks,RightClicks,Keystrokes
TaskPit,20130204:103739,20130204:103741,0,0,0
Other,20130204:103741,20130204:103744,0,1,0
FileOperation,20130204:103744,20130204:103745,1,0,0
Other,20130204:103745,20130204:103752,2,0,0
FileOperation,20130204:103752,20130204:103801,2,0,0
Email,20130204:103801,20130204:103802,0,0,0
Email,20130204:103802,20130204:103805,1,0,0
Email,20130204:103805,20130204:103809,5,0,0
Email,20130204:103809,20130204:103811,3,0,0
Email,20130204:103811,20130204:103812,0,0,0
Email,20130204:103812,20130204:103816,4,0,0
Email,20130204:103816,20130204:103820,4,0,0
FileOperation,20130204:103820,20130204:103838,4,0,2
FileOperation,20130204:103838,20130204:103841,1,0,0
FileOperation,20130204:103841,20130204:103845,3,0,0
FileOperation,20130204:103845,20130204:103850,2,0,0
Excel,20130204:103850,20130204:103851,0,0,0
Excel,20130204:103851,20130204:103852,1,0,0
Browser,20130204:103854,20130204:103857,1,0,0
Browser,20130204:103857,20130204:103903,1,0,0
Browser,20130204:103903,20130204:103904,0,0,0
Browser,20130204:103904,20130204:103907,0,0,0
Browser,20130204:103907,20130204:103910,1,0,0
Browser,20130204:103910,20130204:103913,0,0,0
Browser,20130204:103913,20130204:103914,1,0,0
Browser,20130204:103914,20130204:103915,0,0,0
Browser,20130204:103915,20130204:103918,0,0,0
Browser,20130204:103918,20130204:103923,1,0,0
Browser,20130204:103923,20130204:103926,1,0,0
Browser,20130204:103926,20130204:103945,1,0,0
Browser,20130204:103945,20130204:103946,1,0,0
Other,20130204:103947,20130204:103959,0,0,0
Other,20130204:103959,20130204:104000,0,0,0
Other,20130204:104000,20130204:104001,0,0,0
Other,20130204:104001,20130204:104003,0,0,0
Other,20130204:104003,20130204:104005,1,0,0
Other,20130204:104005,20130204:104111,2,0,0
Browser,20130204:104111,20130204:104500,3,0,0
Browser,20130204:104500,20130204:104533,0,0,0
Browser,20130204:104547,20130204:104548,1,0,0
Browser,20130204:104548,20130204:104550,1,0,0
Browser,20130204:104550,20130204:104551,0,0,0
Browser,20130204:104551,20130204:104617,0,0,2
Excel,20130204:104617,20130204:104618,0,0,2
Browser,20130204:104618,20130204:104621,1,0,0
Browser,20130204:104621,20130204:104624,0,0,6
Browser,20130204:104624,20130204:104630,2,0,0
Browser,20130204:104630,20130204:104633,1,0,0
Browser,20130204:104633,20130204:104933,0,0,0
Browser,20130204:105239,20130204:105240,1,0,0
Browser,20130204:105240,20130204:105329,0,0,1
Browser,20130204:105329,20130204:105332,1,0,0
Browser,20130204:105332,20130204:105500,0,0,0
Browser,20130204:105500,20130204:105556,1,0,0
Excel,20130204:105556,20130204:105606,5,0,0
