"","打鍵回数","左クリック","右クリック"
"2013年02月05日11時30分","218","66","0"
"2013年02月05日11時35分","184","100","0"
"2013年02月05日11時40分","36","72","0"
"2013年02月05日11時45分","107","86","2"
"2013年02月05日11時50分","57","91","0"
"2013年02月05日11時55分","336","170","7"
"2013年02月05日12時00分","308","130","0"
"2013年02月05日12時05分","326","125","3"
"2013年02月05日12時10分","166","139","17"
"2013年02月05日12時15分","614","91","3"
"2013年02月05日12時20分","474","102","0"
"2013年02月05日12時25分","27","83","0"
"2013年02月05日12時30分","49","121","1"
"2013年02月05日12時35分","28","110","2"
"2013年02月05日12時40分","258","99","2"
"2013年02月05日12時45分","433","83","0"
"2013年02月05日12時50分","315","122","0"
"2013年02月05日12時55分","296","129","0"
"2013年02月05日13時00分","160","62","7"
"2013年02月05日13時05分","6","83","3"
"2013年02月05日13時10分","0","0","0"
"2013年02月05日13時15分","0","0","0"
"2013年02月05日13時20分","0","0","0"
"2013年02月05日13時25分","0","0","0"
"2013年02月05日13時30分","0","0","0"
"2013年02月05日13時35分","0","0","0"
"2013年02月05日13時40分","0","0","0"
"2013年02月05日13時45分","0","0","0"
"2013年02月05日13時50分","0","0","0"
"2013年02月05日13時55分","0","0","0"
"2013年02月05日14時00分","27","22","0"
"2013年02月05日14時05分","184","134","1"
"2013年02月05日14時10分","154","132","0"
"2013年02月05日14時15分","199","95","1"
"2013年02月05日14時20分","209","65","3"
"2013年02月05日14時25分","250","53","0"
"2013年02月05日14時30分","330","125","3"
"2013年02月05日14時35分","410","76","0"
"2013年02月05日14時40分","440","41","0"
"2013年02月05日14時45分","251","70","0"
"2013年02月05日14時50分","95","106","4"
"2013年02月05日14時55分","318","75","0"
"2013年02月05日15時00分","24","55","0"
"2013年02月05日15時05分","2","13","1"
"2013年02月05日15時10分","141","131","1"
"2013年02月05日15時15分","96","189","3"
"2013年02月05日15時20分","51","50","0"
"2013年02月05日15時25分","109","103","3"
"2013年02月05日15時30分","95","16","0"
"2013年02月05日15時35分","10","30","3"
"2013年02月05日15時40分","128","112","0"
"2013年02月05日15時45分","252","92","7"
"2013年02月05日15時50分","250","83","1"
"2013年02月05日15時55分","159","90","7"
"2013年02月05日16時00分","171","97","2"
