"","打鍵回数","左クリック","右クリック"
"2013年02月05日16時05分","134","81","4"
"2013年02月05日16時10分","29","101","2"
"2013年02月05日16時15分","110","126","6"
"2013年02月05日16時20分","57","115","4"
"2013年02月05日16時25分","5","49","6"
"2013年02月05日16時30分","154","110","2"
"2013年02月05日16時35分","68","115","3"
"2013年02月05日16時40分","84","52","1"
"2013年02月05日16時45分","10","32","1"
"2013年02月05日16時50分","100","96","0"
"2013年02月05日16時55分","44","42","1"
"2013年02月05日17時00分","20","58","1"
"2013年02月05日17時05分","6","45","2"
"2013年02月05日17時10分","200","87","1"
"2013年02月05日17時15分","223","50","0"
"2013年02月05日17時20分","82","79","1"
"2013年02月05日17時25分","133","72","3"
"2013年02月05日17時30分","49","82","1"
"2013年02月05日17時35分","228","127","0"
"2013年02月05日17時40分","340","103","0"
"2013年02月05日17時45分","229","132","2"
"2013年02月05日17時50分","40","111","3"
"2013年02月05日17時55分","27","125","2"
"2013年02月05日18時00分","412","69","0"
"2013年02月05日18時05分","263","98","0"
"2013年02月05日18時10分","232","113","6"
"2013年02月05日18時15分","60","64","3"
"2013年02月05日18時20分","252","148","4"
"2013年02月05日18時25分","84","63","2"
"2013年02月05日18時30分","217","56","2"
"2013年02月05日18時35分","79","151","7"
"2013年02月05日18時40分","158","113","3"
"2013年02月05日18時45分","172","96","3"
"2013年02月05日18時50分","195","135","8"
"2013年02月05日18時55分","232","109","7"
"2013年02月05日19時00分","240","94","10"
"2013年02月05日19時05分","119","146","5"
"2013年02月05日19時10分","193","137","6"
"2013年02月05日19時15分","157","153","7"
"2013年02月05日19時20分","133","122","4"
"2013年02月05日19時25分","99","107","6"
"2013年02月05日19時30分","172","57","6"
"2013年02月05日19時35分","187","74","2"
"2013年02月05日19時40分","5","14","1"
"2013年02月05日19時45分","26","48","2"
"2013年02月05日19時50分","51","117","6"
"2013年02月05日19時55分","6","35","0"
"2013年02月05日20時00分","182","55","0"
"2013年02月05日20時05分","26","53","3"
"2013年02月05日20時10分","80","82","2"
"2013年02月05日20時15分","200","113","2"
"2013年02月05日20時20分","98","113","2"
"2013年02月05日20時25分","302","120","0"
"2013年02月05日20時30分","12","15","0"
"2013年02月05日20時35分","125","100","0"
"2013年02月05日20時40分","233","169","0"
"2013年02月05日20時45分","302","80","0"
"2013年02月05日20時50分","391","60","0"
"2013年02月05日20時55分","615","22","0"
"2013年02月05日21時00分","312","43","0"
"2013年02月05日21時05分","310","54","0"
"2013年02月05日21時10分","137","117","0"
"2013年02月05日21時15分","268","63","1"
"2013年02月05日21時20分","120","19","1"
"2013年02月05日21時25分","240","32","1"
"2013年02月05日21時30分","327","96","2"
"2013年02月05日21時35分","149","69","0"
"2013年02月05日21時40分","56","69","0"
"2013年02月05日21時45分","45","60","0"
"2013年02月05日21時50分","79","68","0"
"2013年02月05日21時55分","129","84","6"
"2013年02月05日22時00分","42","106","1"
"2013年02月05日22時05分","88","66","4"
"2013年02月05日22時10分","305","104","5"
"2013年02月05日22時15分","233","20","0"
"2013年02月05日22時20分","206","66","3"
"2013年02月05日22時25分","440","106","3"
"2013年02月05日22時30分","226","121","1"
"2013年02月05日22時35分","0","84","2"
"2013年02月05日22時40分","22","49","1"
"2013年02月05日22時45分","307","132","0"
"2013年02月05日22時50分","643","67","0"
"2013年02月05日22時55分","251","62","0"
"2013年02月05日23時00分","102","38","0"
"2013年02月05日23時05分","198","62","0"
"2013年02月05日23時10分","318","139","1"
