"","打鍵回数","左クリック","右クリック"
"2013年02月12日16時30分","447","0","0"
"2013年02月12日16時35分","22","0","0"
"2013年02月12日16時40分","0","0","0"
"2013年02月12日16時45分","0","0","0"
"2013年02月12日16時50分","0","0","0"
"2013年02月12日16時55分","4","0","0"
"2013年02月12日17時00分","2","0","0"
"2013年02月12日17時05分","80","0","0"
"2013年02月12日17時10分","3","0","0"
"2013年02月13日09時05分","79","62","0"
"2013年02月13日09時10分","443","27","0"
"2013年02月13日09時15分","165","53","0"
"2013年02月13日09時20分","9","96","0"
"2013年02月13日09時25分","8","64","0"
"2013年02月13日09時30分","104","55","0"
