Task name,start time,end time,left click,right click,keystroke
others,20130204:113505,20130204:113506,0,0,0
others,20130204:113506,20130204:113507,0,0,0
others,20130204:113507,20130204:113509,0,0,0
others,20130204:113509,20130204:113511,0,0,0
file operation,20130204:113511,20130204:113519,0,0,1
file operation,20130204:113519,20130204:113521,0,0,0
others,20130204:113521,20130204:113523,0,0,0
file operation,20130204:113523,20130204:113525,0,0,0
others,20130204:113525,20130204:113533,0,0,0
others,20130204:113533,20130204:113535,0,0,0
others,20130204:113535,20130204:113538,0,0,0
others,20130204:113538,20130204:113542,0,0,0
others,20130204:113542,20130204:113545,0,0,0
file operation,20130204:113546,20130204:113547,0,0,0
others,20130204:113547,20130204:113550,0,0,2
others,20130204:113550,20130204:113551,0,0,0
others,20130204:113551,20130204:113552,0,0,0
others,20130204:113552,20130204:113558,0,0,4
others,20130204:113558,20130204:113601,0,0,0
others,20130204:113601,20130204:113608,0,0,7
others,20130204:113608,20130204:113610,0,0,0
others,20130204:113610,20130204:113614,0,0,0
others,20130204:113614,20130204:113617,0,0,0
file operation,20130204:113617,20130204:113619,0,0,0
others,20130204:113619,20130204:113643,0,0,0
Excel,20130204:113644,20130204:113656,0,0,2
others,20130204:113656,20130204:113705,0,0,4
Excel,20130204:113705,20130204:113728,0,0,5
others,20130204:113728,20130204:113738,0,0,4
Excel,20130204:113738,20130204:113901,0,0,5
file operation,20130204:113901,20130204:113904,0,0,3
others,20130204:113904,20130204:113909,0,0,0
Excel,20130204:113909,20130204:113917,0,0,0
Excel,20130204:113917,20130204:113930,0,0,1
others,20130204:113931,20130204:113945,0,0,0
Excel,20130204:113945,20130204:113950,0,0,4
others,20130204:113950,20130204:113955,0,0,0
Excel,20130204:113955,20130204:113957,0,0,3
others,20130204:113957,20130204:114004,0,0,0
Excel,20130204:114004,20130204:114006,0,0,0
Excel,20130204:114006,20130204:114013,0,0,4
others,20130204:114013,20130204:114017,0,0,0
Excel,20130204:114017,20130204:114025,0,0,4
others,20130204:114025,20130204:114029,0,0,0
Excel,20130204:114029,20130204:114035,0,0,3
others,20130204:114035,20130204:114040,0,0,0
Excel,20130204:114040,20130204:114045,0,0,0
file operation,20130204:114045,20130204:114046,0,0,0
Excel,20130204:114046,20130204:114051,0,0,1
file operation,20130204:114051,20130204:114053,0,0,0
Excel,20130204:114053,20130204:114055,0,0,0
file operation,20130204:114055,20130204:114056,0,0,0
Excel,20130204:114056,20130204:114057,0,0,0
file operation,20130204:114057,20130204:114058,0,0,0
Excel,20130204:114058,20130204:114101,0,0,4
others,20130204:114101,20130204:114106,0,0,0
others,20130204:114106,20130204:114107,0,0,0
Excel,20130204:114107,20130204:114111,0,0,0
others,20130204:114111,20130204:114118,0,0,0
Excel,20130204:114118,20130204:114122,0,0,2
others,20130204:114122,20130204:114137,0,0,0
Excel,20130204:114137,20130204:114138,0,0,0
others,20130204:114138,20130204:114139,0,0,0
file operation,20130204:114139,20130204:114144,0,0,0
others,20130204:114144,20130204:114210,0,0,0
file operation,20130204:114210,20130204:114215,0,0,1
file operation,20130204:114215,20130204:114216,0,0,0
file operation,20130204:114216,20130204:114227,0,0,0
file operation,20130204:114227,20130204:114230,0,0,0
file operation,20130204:114230,20130204:114234,0,0,0
others,20130204:114234,20130204:114242,0,0,0
file operation,20130204:114242,20130204:114243,0,0,0
file operation,20130204:114243,20130204:114317,0,0,2
file operation,20130204:114317,20130204:114416,0,0,25
file operation,20130204:114416,20130204:114423,0,0,5
file operation,20130204:114423,20130204:114424,0,0,0
file operation,20130204:114424,20130204:114425,0,0,0
file operation,20130204:114425,20130204:114429,0,0,0
file operation,20130204:114429,20130204:114432,0,0,0
file operation,20130204:114432,20130204:114450,0,0,0
file operation,20130204:114450,20130204:114451,0,0,0
file operation,20130204:114451,20130204:114452,0,0,0
file operation,20130204:114452,20130204:114453,0,0,0
file operation,20130204:114453,20130204:114454,0,0,0
file operation,20130204:114454,20130204:114459,0,0,0
others,20130204:114459,20130204:114507,0,0,0
others,20130204:114507,20130204:114524,0,0,0
others,20130204:114524,20130204:114525,0,0,0
others,20130204:114525,20130204:114538,0,0,0
others,20130204:114538,20130204:114548,0,0,4
others,20130204:114548,20130204:114804,0,0,39
others,20130204:114804,20130204:114811,0,0,1
others,20130204:114811,20130204:114818,0,0,2
others,20130204:114818,20130204:114819,0,0,2
others,20130204:114819,20130204:114820,0,0,1
others,20130204:114820,20130204:114822,0,0,0
others,20130204:114822,20130204:114823,0,0,0
others,20130204:114823,20130204:114838,0,0,0
others,20130204:114838,20130204:114906,0,0,0
browsing,20130204:114906,20130204:114909,0,0,0
browsing,20130204:114909,20130204:114928,0,0,1
browsing,20130204:114928,20130204:114930,0,0,0
browsing,20130204:114930,20130204:115007,0,0,2
browsing,20130204:115007,20130204:115038,0,0,0
Excel,20130204:115038,20130204:115231,0,0,0
others,20130204:115440,20130204:115441,0,0,2
others,20130204:115441,20130204:115459,0,0,39
others,20130204:115459,20130204:115507,0,0,9
others,20130204:115507,20130204:115520,0,0,14
others,20130204:115520,20130204:115529,0,0,0
Excel,20130204:115529,20130204:115553,0,0,0
others,20130204:115553,20130204:115742,0,0,101
others,20130204:115742,20130204:115743,0,0,0
Excel,20130204:115743,20130204:115838,0,0,0
others,20130204:115838,20130204:115845,0,0,1
others,20130204:115845,20130204:115851,0,0,1
Excel,20130204:115851,20130204:115900,0,0,0
browsing,20130204:115900,20130204:115902,0,0,0
browsing,20130204:115902,20130204:115909,0,0,8
browsing,20130204:115909,20130204:115948,0,0,2
browsing,20130204:115948,20130204:115949,0,0,0
browsing,20130204:115949,20130204:115955,0,0,0
Excel,20130204:115955,20130204:115958,0,0,0
browsing,20130204:115958,20130204:115959,0,0,0
others,20130204:115959,20130204:120001,0,0,2
others,20130204:120001,20130204:120003,0,0,0
others,20130204:120003,20130204:120006,0,0,3
others,20130204:120006,20130204:120007,0,0,0
others,20130204:120007,20130204:120008,0,0,0
others,20130204:120008,20130204:120010,0,0,0
browsing,20130204:120010,20130204:120011,0,0,0
others,20130204:120011,20130204:120013,0,0,0
browsing,20130204:120013,20130204:120017,0,0,0
file operation,20130204:120017,20130204:120020,0,0,0
Excel,20130204:120020,20130204:120027,0,0,0
browsing,20130204:120027,20130204:120031,0,0,0
browsing,20130204:120031,20130204:120037,0,0,0
others,20130204:120037,20130204:120038,0,0,0
browsing,20130204:120038,20130204:120041,0,0,0
browsing,20130204:120041,20130204:120043,0,0,0
browsing,20130204:120043,20130204:120045,0,0,0
browsing,20130204:120045,20130204:120047,0,0,0
browsing,20130204:120047,20130204:120048,0,0,0
browsing,20130204:120048,20130204:120052,0,0,2
file operation,20130204:120052,20130204:120101,0,0,0
others,20130204:120101,20130204:120102,0,0,0
file operation,20130204:120102,20130204:120104,0,0,0
file operation,20130204:120104,20130204:120109,0,0,0
file operation,20130204:120109,20130204:120115,0,0,0
file operation,20130204:120115,20130204:120116,0,0,0
file operation,20130204:120116,20130204:120119,0,0,0
file operation,20130204:120119,20130204:120125,0,0,0
file operation,20130204:120125,20130204:120128,0,0,0
file operation,20130204:120128,20130204:120134,0,0,0
file operation,20130204:120134,20130204:120136,0,0,4
file operation,20130204:120136,20130204:120138,0,0,0
file operation,20130204:120138,20130204:120150,0,0,0
file operation,20130204:120150,20130204:120152,0,0,2
file operation,20130204:120152,20130204:120154,0,0,2
file operation,20130204:120154,20130204:120158,0,0,0
file operation,20130204:120158,20130204:120200,0,0,0
file operation,20130204:120200,20130204:120203,0,0,0
file operation,20130204:120203,20130204:120205,0,0,0
file operation,20130204:120205,20130204:120207,0,0,0
file operation,20130204:120207,20130204:120208,0,0,0
file operation,20130204:120208,20130204:120212,0,0,0
file operation,20130204:120212,20130204:120213,0,0,0
file operation,20130204:120213,20130204:120214,0,0,0
file operation,20130204:120214,20130204:120217,0,0,0
file operation,20130204:120217,20130204:120219,0,0,0
file operation,20130204:120219,20130204:120220,0,0,0
file operation,20130204:120220,20130204:120239,0,0,0
others,20130204:120239,20130204:120240,0,0,0
others,20130204:120240,20130204:120256,0,0,10
file operation,20130204:120256,20130204:120305,0,0,0
email,20130204:120305,20130204:120323,0,0,0
browsing,20130204:120324,20130204:120325,0,0,0
browsing,20130204:120325,20130204:120337,0,0,2
browsing,20130204:120337,20130204:120338,0,0,0
browsing,20130204:120338,20130204:120339,0,0,0
browsing,20130204:120339,20130204:120340,0,0,0
browsing,20130204:120340,20130204:120343,0,0,2
others,20130204:120343,20130204:120344,0,0,0
others,20130204:120344,20130204:120346,0,0,0
others,20130204:120346,20130204:120347,0,0,0
others,20130204:120347,20130204:120349,0,0,0
others,20130204:120349,20130204:120350,0,0,0
others,20130204:120350,20130204:120351,0,0,0
others,20130204:120351,20130204:120352,0,0,0
others,20130204:120352,20130204:120353,0,0,0
others,20130204:120353,20130204:120356,0,0,0
file operation,20130204:120356,20130204:120358,0,0,0
file operation,20130204:120358,20130204:120402,0,0,0
file operation,20130204:120402,20130204:120406,0,0,0
others,20130204:120406,20130204:120407,0,0,1
file operation,20130204:120407,20130204:120409,0,0,0
others,20130204:120409,20130204:120410,0,0,0
file operation,20130204:120410,20130204:120411,0,0,0
file operation,20130204:120412,20130204:120422,0,0,0
Excel,20130204:120422,20130204:120424,0,0,0
Excel,20130204:120424,20130204:120428,0,0,0
others,20130204:120428,20130204:120429,0,0,0
Excel,20130204:120430,20130204:120433,0,0,0
file operation,20130204:120433,20130204:120436,0,0,0
file operation,20130204:120436,20130204:120446,0,0,0
Excel,20130204:120446,20130204:120508,0,0,0
Excel,20130204:120508,20130204:120510,0,0,0
browsing,20130204:120510,20130204:120514,0,0,0
Excel,20130204:120514,20130204:120517,0,0,0
Excel,20130204:120517,20130204:120521,0,0,0
others,20130204:120521,20130204:120527,0,0,0
others,20130204:120527,20130204:120535,0,0,0
others,20130204:120535,20130204:120602,0,0,0
Excel,20130204:120602,20130204:120625,0,0,0
browsing,20130204:120625,20130204:120628,0,0,0
browsing,20130204:120628,20130204:120708,0,0,0
file operation,20130204:121139,20130204:121141,0,0,1
file operation,20130204:121141,20130204:121142,0,0,0
file operation,20130204:121142,20130204:121146,0,0,1
file operation,20130204:121146,20130204:121147,0,0,0
file operation,20130204:121147,20130204:121152,0,0,1
file operation,20130204:121152,20130204:121154,0,0,0
file operation,20130204:121154,20130204:121158,0,0,1
file operation,20130204:121158,20130204:121200,0,0,0
file operation,20130204:121200,20130204:121205,0,0,1
file operation,20130204:121205,20130204:121206,0,0,0
file operation,20130204:121206,20130204:121210,0,0,1
file operation,20130204:121210,20130204:121211,0,0,0
file operation,20130204:121211,20130204:121213,0,0,0
others,20130204:121213,20130204:121214,0,0,0
file operation,20130204:121214,20130204:121222,0,0,3
file operation,20130204:121222,20130204:121226,0,0,0
file operation,20130204:121226,20130204:121227,0,0,0
file operation,20130204:121228,20130204:121229,0,0,0
others,20130204:121229,20130204:121230,0,0,0
others,20130204:121230,20130204:121231,0,0,0
others,20130204:121231,20130204:121232,0,0,0
others,20130204:121232,20130204:121233,0,0,0
others,20130204:121233,20130204:121234,0,0,0
others,20130204:121234,20130204:121235,0,0,0
others,20130204:121235,20130204:121236,0,0,0
others,20130204:121236,20130204:121237,0,0,0
others,20130204:121237,20130204:121239,0,0,0
file operation,20130204:121239,20130204:121242,0,0,0
file operation,20130204:121242,20130204:121243,0,0,0
file operation,20130204:121243,20130204:121245,0,0,0
others,20130204:121245,20130204:121247,0,0,1
others,20130204:121248,20130204:121249,0,0,0
others,20130204:121249,20130204:121325,0,0,0
file operation,20130204:121325,20130204:121326,0,0,0
file operation,20130204:121326,20130204:121329,0,0,0
file operation,20130204:121329,20130204:121351,0,0,0
others,20130204:121351,20130204:121352,0,0,0
others,20130204:121352,20130204:121353,0,0,0
file operation,20130204:121353,20130204:121401,0,0,2
others,20130204:121401,20130204:121441,0,0,1
Excel,20130204:121441,20130204:121508,0,0,2
others,20130204:121508,20130204:121509,0,0,0
others,20130204:121509,20130204:121510,0,0,0
Excel,20130204:121510,20130204:121527,0,0,0
others,20130204:121527,20130204:121546,0,0,0
browsing,20130204:121546,20130204:121601,0,0,0
Excel,20130204:121604,20130204:121623,0,0,0
others,20130204:121623,20130204:121647,0,0,0
Excel,20130204:121647,20130204:121657,0,0,0
browsing,20130204:121657,20130204:121713,0,0,0
Excel,20130204:121713,20130204:121836,0,0,8
others,20130204:121836,20130204:121942,0,0,0
Excel,20130204:121942,20130204:122000,0,0,0
others,20130204:122000,20130204:122009,0,0,0
others,20130204:122009,20130204:122011,0,0,0
Excel,20130204:122011,20130204:122031,0,0,0
Excel,20130204:122122,20130204:122150,0,0,27
file operation,20130204:122150,20130204:122155,0,0,0
file operation,20130204:122155,20130204:122157,0,0,0
file operation,20130204:122157,20130204:122158,0,0,0
file operation,20130204:122158,20130204:122203,0,0,0
others,20130204:122203,20130204:122218,0,0,0
Excel,20130204:122218,20130204:122223,0,0,0
others,20130204:122223,20130204:122229,0,0,0
file operation,20130204:122229,20130204:122233,0,0,0
others,20130204:122233,20130204:122234,0,0,0
others,20130204:122234,20130204:122240,0,0,0
Excel,20130204:122240,20130204:122243,0,0,0
others,20130204:122243,20130204:122247,0,0,0
Excel,20130204:122247,20130204:122249,0,0,0
others,20130204:122249,20130204:122251,0,0,0
Excel,20130204:122251,20130204:122255,0,0,0
others,20130204:122255,20130204:122300,0,0,0
others,20130204:122300,20130204:122307,0,0,4
others,20130204:122307,20130204:122309,0,0,0
others,20130204:122309,20130204:122318,0,0,1
others,20130204:122318,20130204:122319,0,0,0
others,20130204:122319,20130204:122340,0,0,30
others,20130204:122340,20130204:122341,0,0,0
Excel,20130204:122341,20130204:122344,0,0,0
others,20130204:122344,20130204:122346,0,0,0
others,20130204:122346,20130204:122349,0,0,0
Excel,20130204:122349,20130204:122357,0,0,2
browsing,20130204:122358,20130204:122408,0,0,0
browsing,20130204:122408,20130204:122420,0,0,0
browsing,20130204:122420,20130204:122440,0,0,2
browsing,20130204:122440,20130204:122446,0,0,0
others,20130204:122446,20130204:122450,0,0,0
others,20130204:122450,20130204:122451,0,0,0
browsing,20130204:122451,20130204:122458,0,0,0
browsing,20130204:122458,20130204:122509,0,0,1
browsing,20130204:122509,20130204:122559,0,0,89
email,20130204:122559,20130204:122618,0,0,0
browsing,20130204:122618,20130204:122629,0,0,3
Excel,20130204:122629,20130204:122631,0,0,0
Excel,20130204:122631,20130204:122633,0,0,0
browsing,20130204:122633,20130204:122727,0,0,112
email,20130204:122727,20130204:122738,0,0,0
email,20130204:122738,20130204:122739,0,0,0
email,20130204:122739,20130204:122740,0,0,0
email,20130204:122740,20130204:122743,0,0,0
email,20130204:122743,20130204:122745,0,0,0
email,20130204:122745,20130204:122805,0,0,11
email,20130204:122805,20130204:122806,0,0,0
email,20130204:122806,20130204:122821,0,0,0
email,20130204:122821,20130204:122822,0,0,0
email,20130204:122822,20130204:122823,0,0,0
email,20130204:122823,20130204:122825,0,0,0
email,20130204:122825,20130204:122833,0,0,1
browsing,20130204:122833,20130204:122840,0,0,2
browsing,20130204:122840,20130204:122842,0,0,0
browsing,20130204:122842,20130204:122849,0,0,0
browsing,20130204:122849,20130204:122900,0,0,1
others,20130204:122900,20130204:122904,0,0,0
file operation,20130204:122904,20130204:122905,0,0,0
others,20130204:122905,20130204:122907,0,0,0
file operation,20130204:122907,20130204:122911,0,0,0
others,20130204:122911,20130204:122916,0,0,0
others,20130204:122916,20130204:122920,0,0,0
others,20130204:122920,20130204:122924,0,0,0
others,20130204:122924,20130204:122932,0,0,1
others,20130204:122932,20130204:122936,0,0,1
others,20130204:122936,20130204:122937,0,0,2
others,20130204:122937,20130204:122938,0,0,0
others,20130204:122938,20130204:122941,0,0,0
file operation,20130204:122941,20130204:122942,0,0,0
Excel,20130204:122942,20130204:122944,0,0,1
Excel,20130204:122944,20130204:122946,0,0,0
Excel,20130204:122946,20130204:123009,0,0,0
Excel,20130204:123009,20130204:123054,0,0,0
others,20130204:123054,20130204:123118,0,0,0
others,20130204:123119,20130204:123143,0,0,0
others,20130204:123144,20130204:123201,0,0,0
others,20130204:123201,20130204:123211,0,0,0
others,20130204:123211,20130204:123226,0,0,0
others,20130204:123226,20130204:123235,0,0,0
email,20130204:123235,20130204:123237,0,0,0
others,20130204:123238,20130204:123241,0,0,1
others,20130204:123241,20130204:123305,0,0,0
others,20130204:123305,20130204:123307,0,0,1
others,20130204:123307,20130204:123347,0,0,0
others,20130204:123347,20130204:123348,0,0,0
others,20130204:123348,20130204:123351,0,0,0
Excel,20130204:123351,20130204:123353,0,0,0
others,20130204:123353,20130204:123400,0,0,0
others,20130204:123400,20130204:123407,0,0,0
others,20130204:123407,20130204:123413,0,0,0
others,20130204:123413,20130204:123510,0,0,38
others,20130204:123510,20130204:123531,0,0,2
others,20130204:123531,20130204:123534,0,0,0
others,20130204:123534,20130204:123539,0,0,2
others,20130204:123539,20130204:123545,0,0,0
others,20130204:123545,20130204:123553,0,0,0
others,20130204:123553,20130204:123556,0,0,0
others,20130204:123556,20130204:123557,0,0,0
others,20130204:123557,20130204:123607,0,0,0
others,20130204:123607,20130204:123755,0,0,0
others,20130204:123755,20130204:123756,0,0,0
others,20130204:123756,20130204:123759,0,0,0
others,20130204:123759,20130204:123810,0,0,2
others,20130204:123810,20130204:124010,0,0,32
others,20130204:124010,20130204:124126,0,0,2
others,20130204:124126,20130204:124127,0,0,0
others,20130204:124127,20130204:124130,0,0,2
others,20130204:124130,20130204:124142,0,0,0
others,20130204:124142,20130204:124143,0,0,0
others,20130204:124143,20130204:124201,0,0,0
others,20130204:124201,20130204:124251,0,0,9
others,20130204:124251,20130204:124254,0,0,0
others,20130204:124254,20130204:124336,0,0,3
browsing,20130204:133701,20130204:133711,0,0,1
email,20130204:133712,20130204:133713,0,0,0
email,20130204:133713,20130204:133723,0,0,0
browsing,20130204:133723,20130204:133821,0,0,126
file operation,20130204:133821,20130204:133823,0,0,0
browsing,20130204:133823,20130204:133832,0,0,0
browsing,20130204:133832,20130204:133834,0,0,0
browsing,20130204:133834,20130204:133836,0,0,0
browsing,20130204:133836,20130204:133837,0,0,0
browsing,20130204:133837,20130204:133838,0,0,0
file operation,20130204:133838,20130204:133839,0,0,0
file operation,20130204:133839,20130204:133840,0,0,0
file operation,20130204:133840,20130204:133843,0,0,0
file operation,20130204:133843,20130204:133845,0,0,0
Excel,20130204:133845,20130204:133847,0,0,0
Excel,20130204:133847,20130204:133850,0,0,0
others,20130204:133850,20130204:133853,0,0,0
others,20130204:133853,20130204:133856,0,0,2
others,20130204:133856,20130204:133858,0,0,0
file operation,20130204:133858,20130204:133902,0,0,0
file operation,20130204:133902,20130204:133905,0,0,0
others,20130204:133905,20130204:133906,0,0,0
file operation,20130204:133906,20130204:133911,0,0,0
file operation,20130204:133911,20130204:133918,0,0,0
others,20130204:133918,20130204:133924,0,0,2
Excel,20130204:133924,20130204:133937,0,0,6
Excel,20130204:133937,20130204:133938,0,0,0
Excel,20130204:133938,20130204:134000,0,0,23
Excel,20130204:134000,20130204:134011,0,0,4
others,20130204:134011,20130204:134014,0,0,0
file operation,20130204:134014,20130204:134023,0,0,0
others,20130204:134023,20130204:134024,0,0,0
others,20130204:134024,20130204:134026,0,0,0
others,20130204:134026,20130204:134055,0,0,0
others,20130204:134058,20130204:134108,0,0,0
file operation,20130204:134108,20130204:134110,0,0,2
others,20130204:134110,20130204:134142,0,0,39
file operation,20130204:134142,20130204:134144,0,0,0
file operation,20130204:134144,20130204:134146,0,0,0
file operation,20130204:134146,20130204:134149,0,0,0
others,20130204:134149,20130204:134151,0,0,0
others,20130204:134151,20130204:134152,0,0,0
file operation,20130204:134152,20130204:134154,0,0,0
others,20130204:134154,20130204:134155,0,0,0
others,20130204:134155,20130204:134156,0,0,0
others,20130204:134156,20130204:134202,0,0,0
others,20130204:134202,20130204:134204,0,0,0
others,20130204:134204,20130204:134210,0,0,4
others,20130204:134210,20130204:134212,0,0,0
others,20130204:134212,20130204:134215,0,0,0
others,20130204:134215,20130204:134219,0,0,4
browsing,20130204:134219,20130204:134226,0,0,1
others,20130204:134226,20130204:134227,0,0,0
browsing,20130204:134227,20130204:134237,0,0,2
browsing,20130204:134237,20130204:134239,0,0,0
browsing,20130204:134239,20130204:134254,0,0,0
browsing,20130204:134254,20130204:134257,0,0,0
browsing,20130204:134257,20130204:134259,0,0,0
browsing,20130204:134259,20130204:134305,0,0,3
browsing,20130204:134305,20130204:134311,0,0,0
browsing,20130204:134311,20130204:134324,0,0,11
others,20130204:134324,20130204:134327,0,0,0
browsing,20130204:134327,20130204:134329,0,0,0
file operation,20130204:134329,20130204:134332,0,0,0
browsing,20130204:134332,20130204:134336,0,0,0
browsing,20130204:134336,20130204:134346,0,0,1
file operation,20130204:134346,20130204:134347,0,0,0
Excel,20130204:134347,20130204:134432,0,0,14
Excel,20130204:134432,20130204:134433,0,0,0
browsing,20130204:134433,20130204:134449,0,0,26
file operation,20130204:134454,20130204:134456,0,0,0
Excel,20130204:134456,20130204:134458,0,0,0
Excel,20130204:134458,20130204:134500,0,0,0
Excel,20130204:134500,20130204:134501,0,0,0
Excel,20130204:134501,20130204:134509,0,0,0
browsing,20130204:134509,20130204:134537,0,0,61
browsing,20130204:134537,20130204:134550,0,0,2
browsing,20130204:134550,20130204:134552,0,0,0
browsing,20130204:134552,20130204:134553,0,0,0
browsing,20130204:134553,20130204:134557,0,0,2
file operation,20130204:134557,20130204:134559,0,0,0
Excel,20130204:134559,20130204:134611,0,0,0
file operation,20130204:134611,20130204:134616,0,0,0
Excel,20130204:134616,20130204:134621,0,0,0
browsing,20130204:134622,20130204:134623,0,0,0
Excel,20130204:134623,20130204:134626,0,0,0
file operation,20130204:134626,20130204:134627,0,0,0
file operation,20130204:134627,20130204:134628,0,0,0
Excel,20130204:134628,20130204:134629,0,0,0
Excel,20130204:134629,20130204:134715,0,0,11
others,20130204:134715,20130204:134716,0,0,0
Excel,20130204:134717,20130204:134729,0,0,0
Excel,20130204:134729,20130204:134731,0,0,0
Excel,20130204:134731,20130204:134736,0,0,0
others,20130204:134737,20130204:134741,0,0,1
others,20130204:134741,20130204:134745,0,0,8
others,20130204:134745,20130204:134839,0,0,5
Excel,20130204:134839,20130204:134841,0,0,0
file operation,20130204:134841,20130204:134848,0,0,0
Excel,20130204:134848,20130204:134927,0,0,0
Excel,20130204:134927,20130204:134930,0,0,0
others,20130204:134930,20130204:134947,0,0,0
others,20130204:134947,20130204:134950,0,0,0
others,20130204:134950,20130204:134951,0,0,0
others,20130204:134951,20130204:134952,0,0,0
others,20130204:134952,20130204:134955,0,0,0
others,20130204:134955,20130204:134956,0,0,0
others,20130204:134956,20130204:134958,0,0,0
others,20130204:134958,20130204:135001,0,0,0
others,20130204:135001,20130204:135003,0,0,0
others,20130204:135003,20130204:135006,0,0,0
others,20130204:135006,20130204:135023,0,0,0
others,20130204:135023,20130204:135025,0,0,0
others,20130204:135025,20130204:135026,0,0,0
others,20130204:135026,20130204:135030,0,0,1
others,20130204:135030,20130204:135032,0,0,0
others,20130204:135032,20130204:135049,0,0,0
others,20130204:135049,20130204:135050,0,0,0
others,20130204:135050,20130204:135110,0,0,0
others,20130204:135110,20130204:135111,0,0,0
others,20130204:135111,20130204:135115,0,0,0
others,20130204:135115,20130204:135116,0,0,0
others,20130204:135116,20130204:135117,0,0,0
others,20130204:135118,20130204:135123,0,0,0
others,20130204:135123,20130204:135126,0,0,8
others,20130204:135126,20130204:135130,0,0,0
others,20130204:135130,20130204:135136,0,0,0
others,20130204:135136,20130204:135137,0,0,0
others,20130204:135137,20130204:135143,0,0,4
others,20130204:135143,20130204:135145,0,0,3
others,20130204:135145,20130204:135146,0,0,1
others,20130204:135146,20130204:135148,0,0,0
others,20130204:135148,20130204:135156,0,0,0
others,20130204:135156,20130204:135202,0,0,0
others,20130204:135203,20130204:135223,0,0,0
others,20130204:135223,20130204:135226,0,0,0
others,20130204:135226,20130204:135314,0,0,2
others,20130204:135314,20130204:135315,0,0,2
others,20130204:135315,20130204:135326,0,0,0
others,20130204:135326,20130204:135327,0,0,0
others,20130204:135327,20130204:135331,0,0,0
others,20130204:135331,20130204:135335,0,0,2
others,20130204:135335,20130204:135337,0,0,2
others,20130204:135337,20130204:135344,0,0,0
others,20130204:135344,20130204:135347,0,0,0
others,20130204:135347,20130204:135348,0,0,0
others,20130204:135348,20130204:135349,0,0,0
others,20130204:135349,20130204:135402,0,0,0
others,20130204:135402,20130204:135406,0,0,0
others,20130204:135406,20130204:135413,0,0,0
others,20130204:135413,20130204:135457,0,0,2
others,20130204:135457,20130204:135458,0,0,0
others,20130204:135458,20130204:135501,0,0,0
others,20130204:135501,20130204:135503,0,0,2
others,20130204:135503,20130204:135601,0,0,0
others,20130204:135601,20130204:135606,0,0,0
others,20130204:135606,20130204:135708,0,0,30
others,20130204:135708,20130204:135709,0,0,0
others,20130204:135709,20130204:135740,0,0,0
others,20130204:135740,20130204:135759,0,0,0
others,20130204:135759,20130204:135825,0,0,1
others,20130204:135825,20130204:135833,0,0,0
others,20130204:135833,20130204:135847,0,0,2
email,20130204:135847,20130204:135850,0,0,0
email,20130204:135850,20130204:135902,0,0,0
email,20130204:135902,20130204:135921,0,0,3
email,20130204:135921,20130204:135924,0,0,0
email,20130204:135924,20130204:135925,0,0,0
email,20130204:135925,20130204:135927,0,0,0
email,20130204:135927,20130204:135929,0,0,0
email,20130204:135929,20130204:135932,0,0,0
email,20130204:135932,20130204:135933,0,0,0
email,20130204:135933,20130204:135945,0,0,0
others,20130204:135945,20130204:135950,0,0,0
others,20130204:135950,20130204:140001,0,0,0
others,20130204:140001,20130204:140002,0,0,0
others,20130204:140002,20130204:140004,0,0,2
file operation,20130204:140004,20130204:140005,0,0,0
others,20130204:140005,20130204:140157,0,0,3
others,20130204:140158,20130204:140248,0,0,0
others,20130204:140248,20130204:140250,0,0,0
others,20130204:140250,20130204:140251,0,0,0
others,20130204:140251,20130204:140313,0,0,0
others,20130204:140346,20130204:140347,0,0,2
others,20130204:140347,20130204:140407,0,0,2
others,20130204:140408,20130204:140457,0,0,9
others,20130204:140457,20130204:140459,0,0,0
others,20130204:140459,20130204:140500,0,0,2
others,20130204:140500,20130204:140501,0,0,0
others,20130204:140501,20130204:140502,0,0,2
others,20130204:140502,20130204:140506,0,0,3
others,20130204:140506,20130204:140507,0,0,0
others,20130204:140507,20130204:140513,0,0,2
others,20130204:140513,20130204:140657,0,0,25
others,20130204:140657,20130204:140658,0,0,0
others,20130204:140658,20130204:140659,0,0,2
others,20130204:140659,20130204:140700,0,0,0
others,20130204:140700,20130204:141001,0,0,33
others,20130204:141001,20130204:141238,0,0,11
others,20130204:141238,20130204:141246,0,0,2
others,20130204:141246,20130204:141304,0,0,0
others,20130204:141304,20130204:141309,0,0,0
others,20130204:141309,20130204:141353,0,0,5
others,20130204:141353,20130204:141426,0,0,0
others,20130204:141426,20130204:141501,0,0,0
others,20130204:141501,20130204:141642,0,0,9
others,20130204:141642,20130204:141730,0,0,2
others,20130204:141730,20130204:141818,0,0,4
email,20130204:141819,20130204:141823,0,0,0
others,20130204:141823,20130204:141826,0,0,0
others,20130204:141826,20130204:141841,0,0,0
others,20130204:141841,20130204:141943,0,0,11
others,20130204:141943,20130204:141948,0,0,0
others,20130204:141948,20130204:142001,0,0,0
others,20130204:142001,20130204:142014,0,0,3
others,20130204:142014,20130204:142019,0,0,0
others,20130204:142019,20130204:142031,0,0,0
others,20130204:142031,20130204:142039,0,0,2
others,20130204:142040,20130204:142042,0,0,0
others,20130204:142043,20130204:142045,0,0,2
others,20130204:142045,20130204:142054,0,0,0
file operation,20130204:142054,20130204:142055,0,0,0
file operation,20130204:142055,20130204:142057,0,0,0
file operation,20130204:142057,20130204:142058,0,0,0
