Task name,start time,end time,left click,right click,keystroke
file operation,20130204:142058,20130204:142059,0,0,0
file operation,20130204:142059,20130204:142128,0,0,2
file operation,20130204:142128,20130204:142132,0,0,2
file operation,20130204:142132,20130204:142133,0,0,0
file operation,20130204:142133,20130204:142135,0,0,0
others,20130204:142135,20130204:142145,0,0,1
browsing,20130204:142145,20130204:142146,0,0,0
others,20130204:142146,20130204:142147,0,0,0
file operation,20130204:142147,20130204:142148,0,0,0
file operation,20130204:142148,20130204:142153,0,0,0
others,20130204:142153,20130204:142354,0,0,0
others,20130204:142354,20130204:142400,0,0,0
others,20130204:142400,20130204:142420,0,0,5
others,20130204:142420,20130204:142431,0,0,0
others,20130204:142431,20130204:142432,0,0,0
others,20130204:142432,20130204:142453,0,0,2
others,20130204:142453,20130204:142502,0,0,3
others,20130204:142502,20130204:142530,0,0,6
others,20130204:142530,20130204:142535,0,0,0
others,20130204:142535,20130204:142536,0,0,0
others,20130204:142536,20130204:142544,0,0,0
file operation,20130204:142544,20130204:142545,0,0,0
file operation,20130204:142545,20130204:142550,0,0,2
file operation,20130204:142550,20130204:142552,0,0,0
file operation,20130204:142552,20130204:142557,0,0,2
file operation,20130204:142557,20130204:142615,0,0,0
file operation,20130204:142615,20130204:142617,0,0,0
file operation,20130204:142617,20130204:142620,0,0,0
file operation,20130204:142620,20130204:142629,0,0,4
others,20130204:142629,20130204:142642,0,0,1
others,20130204:142642,20130204:142651,0,0,0
others,20130204:142651,20130204:142653,0,0,4
others,20130204:142653,20130204:142654,0,0,1
others,20130204:142654,20130204:142655,0,0,0
others,20130204:142655,20130204:142657,0,0,1
others,20130204:142657,20130204:142706,0,0,1
others,20130204:142706,20130204:142709,0,0,0
others,20130204:142709,20130204:142716,0,0,0
others,20130204:142716,20130204:142735,0,0,0
others,20130204:142735,20130204:142736,0,0,0
others,20130204:142736,20130204:142738,0,0,0
others,20130204:142738,20130204:142742,0,0,0
others,20130204:142742,20130204:142908,0,0,0
browsing,20130204:142908,20130204:142926,0,0,3
file operation,20130204:142926,20130204:142927,0,0,0
Excel,20130204:142927,20130204:142928,0,0,0
Excel,20130204:142928,20130204:143002,0,0,0
Excel,20130204:143002,20130204:143216,0,0,15
file operation,20130204:143216,20130204:143219,0,0,0
Excel,20130204:143219,20130204:143239,0,0,10
Excel,20130204:143242,20130204:143244,0,0,0
Excel,20130204:143244,20130204:143248,0,0,0
file operation,20130204:143248,20130204:143253,0,0,0
Excel,20130204:143253,20130204:143254,0,0,0
Excel,20130204:143255,20130204:143330,0,0,27
file operation,20130204:143330,20130204:143331,0,0,0
Excel,20130204:143331,20130204:143343,0,0,10
file operation,20130204:143343,20130204:143354,0,0,0
Excel,20130204:143354,20130204:143500,0,0,147
file operation,20130204:143500,20130204:143502,0,0,0
file operation,20130204:143502,20130204:143506,0,0,0
Excel,20130204:143506,20130204:143511,0,0,0
file operation,20130204:143511,20130204:143512,0,0,0
Excel,20130204:143512,20130204:143526,0,0,4
browsing,20130204:143526,20130204:143538,0,0,1
browsing,20130204:143538,20130204:143539,0,0,0
browsing,20130204:143539,20130204:143550,0,0,0
browsing,20130204:143550,20130204:143601,0,0,0
Excel,20130204:143601,20130204:143603,0,0,0
Excel,20130204:143603,20130204:143605,0,0,0
browsing,20130204:143605,20130204:143621,0,0,0
browsing,20130204:143621,20130204:143653,0,0,9
Excel,20130204:143653,20130204:143655,0,0,0
Excel,20130204:143655,20130204:143656,0,0,0
Excel,20130204:143656,20130204:143658,0,0,0
others,20130204:143658,20130204:143711,0,0,2
others,20130204:143712,20130204:143713,0,0,3
others,20130204:143713,20130204:143715,0,0,0
others,20130204:143715,20130204:143738,0,0,14
others,20130204:143738,20130204:143739,0,0,1
others,20130204:143739,20130204:143757,0,0,0
others,20130204:143757,20130204:143800,0,0,0
others,20130204:143800,20130204:143804,0,0,1
others,20130204:143804,20130204:143834,0,0,2
others,20130204:143834,20130204:143835,0,0,0
Excel,20130204:143835,20130204:143836,0,0,0
others,20130204:143837,20130204:143858,0,0,1
file operation,20130204:143858,20130204:143859,0,0,0
Excel,20130204:143859,20130204:144002,0,0,0
Excel,20130204:144002,20130204:144003,0,0,0
others,20130204:144003,20130204:144047,0,0,2
others,20130204:144047,20130204:144128,0,0,83
others,20130204:144128,20130204:144130,0,0,0
others,20130204:144130,20130204:144132,0,0,0
others,20130204:144132,20130204:144133,0,0,0
others,20130204:144134,20130204:144158,0,0,0
others,20130204:144158,20130204:144207,0,0,16
others,20130204:144207,20130204:144208,0,0,0
others,20130204:144208,20130204:144209,0,0,0
others,20130204:144209,20130204:144210,0,0,2
others,20130204:144210,20130204:144225,0,0,1
others,20130204:144225,20130204:144230,0,0,0
Excel,20130204:144230,20130204:144241,0,0,0
file operation,20130204:144241,20130204:144244,0,0,0
Excel,20130204:144244,20130204:144249,0,0,0
Excel,20130204:144249,20130204:144250,0,0,0
Excel,20130204:144250,20130204:144251,0,0,0
others,20130204:144251,20130204:144325,0,0,0
Excel,20130204:144325,20130204:144326,0,0,0
file operation,20130204:144326,20130204:144327,0,0,0
Excel,20130204:144327,20130204:144328,0,0,0
Excel,20130204:144328,20130204:144332,0,0,0
Excel,20130204:144332,20130204:144359,0,0,0
file operation,20130204:144359,20130204:144411,0,0,0
Excel,20130204:144411,20130204:144446,0,0,0
Excel,20130204:144446,20130204:144502,0,0,0
Excel,20130204:144502,20130204:144506,0,0,0
email,20130204:144506,20130204:144510,0,0,0
Excel,20130204:144519,20130204:144520,0,0,2
browsing,20130204:144520,20130204:144523,0,0,0
file operation,20130204:144523,20130204:144524,0,0,1
file operation,20130204:144524,20130204:144525,0,0,0
file operation,20130204:144525,20130204:144527,0,0,1
file operation,20130204:144527,20130204:144528,0,0,0
file operation,20130204:144528,20130204:144533,0,0,3
file operation,20130204:144533,20130204:144534,0,0,0
file operation,20130204:144534,20130204:144535,0,0,0
file operation,20130204:144535,20130204:144541,0,0,1
file operation,20130204:144541,20130204:144543,0,0,0
file operation,20130204:144543,20130204:144545,0,0,1
file operation,20130204:144545,20130204:144546,0,0,0
file operation,20130204:144546,20130204:144607,0,0,0
email,20130204:144607,20130204:144613,0,0,0
browsing,20130204:144613,20130204:144615,0,0,0
email,20130204:144616,20130204:144648,0,0,0
others,20130204:144648,20130204:144845,0,0,0
browsing,20130204:145502,20130204:145503,0,0,3
browsing,20130204:145503,20130204:145510,0,0,12
browsing,20130204:145510,20130204:145556,0,0,0
browsing,20130204:145556,20130204:145558,0,0,0
browsing,20130204:145558,20130204:145609,0,0,0
file operation,20130204:145609,20130204:145611,0,0,0
browsing,20130204:145611,20130204:145613,0,0,0
others,20130204:145613,20130204:145616,0,0,0
browsing,20130204:145616,20130204:145625,0,0,1
browsing,20130204:145625,20130204:145627,0,0,0
others,20130204:145627,20130204:145630,0,0,0
others,20130204:145630,20130204:145631,0,0,0
others,20130204:145631,20130204:145632,0,0,0
browsing,20130204:145632,20130204:145649,0,0,1
others,20130204:145649,20130204:145652,0,0,1
others,20130204:145652,20130204:145711,0,0,0
others,20130204:145711,20130204:145720,0,0,0
browsing,20130204:145720,20130204:145725,0,0,2
file operation,20130204:145725,20130204:145729,0,0,0
Excel,20130204:145729,20130204:145732,0,0,0
Excel,20130204:145732,20130204:145822,0,0,1
Excel,20130204:145822,20130204:145824,0,0,0
Excel,20130204:145824,20130204:145827,0,0,0
Excel,20130204:145827,20130204:145832,0,0,0
others,20130204:145832,20130204:145838,0,0,0
others,20130204:145838,20130204:145849,0,0,0
others,20130204:145849,20130204:145917,0,0,0
others,20130204:145917,20130204:145924,0,0,0
others,20130204:145924,20130204:145931,0,0,0
others,20130204:145931,20130204:145933,0,0,0
others,20130204:145933,20130204:145942,0,0,0
others,20130204:145942,20130204:145944,0,0,0
others,20130204:145944,20130204:145949,0,0,0
others,20130204:145949,20130204:145951,0,0,0
others,20130204:145951,20130204:145954,0,0,0
others,20130204:145954,20130204:145955,0,0,0
others,20130204:145955,20130204:150003,0,0,0
others,20130204:150003,20130204:150015,0,0,2
Excel,20130204:150015,20130204:150028,0,0,0
others,20130204:150028,20130204:150029,0,0,0
Excel,20130204:150029,20130204:150047,0,0,0
others,20130204:150047,20130204:150108,0,0,0
Excel,20130204:150108,20130204:150112,0,0,0
browsing,20130204:150112,20130204:150124,0,0,0
browsing,20130204:150124,20130204:150126,0,0,0
browsing,20130204:150126,20130204:150132,0,0,1
browsing,20130204:150132,20130204:150135,0,0,0
browsing,20130204:150135,20130204:150138,0,0,0
browsing,20130204:150138,20130204:150139,0,0,0
browsing,20130204:150139,20130204:150142,0,0,2
file operation,20130204:150142,20130204:150146,0,0,0
Excel,20130204:150146,20130204:150201,0,0,0
others,20130204:150202,20130204:150213,0,0,0
Excel,20130204:150213,20130204:150219,0,0,0
Excel,20130204:150219,20130204:150220,0,0,0
Excel,20130204:150220,20130204:150227,0,0,0
Excel,20130204:150227,20130204:150254,0,0,0
file operation,20130204:150254,20130204:150300,0,0,0
others,20130204:150300,20130204:150301,0,0,0
others,20130204:150307,20130204:150311,0,0,0
others,20130204:150311,20130204:150313,0,0,0
others,20130204:150313,20130204:150327,0,0,0
Excel,20130204:150327,20130204:150338,0,0,0
others,20130204:150338,20130204:150339,0,0,0
Excel,20130204:150339,20130204:150354,0,0,0
others,20130204:150354,20130204:150356,0,0,0
Excel,20130204:150356,20130204:150402,0,0,0
others,20130204:150402,20130204:150408,0,0,0
others,20130204:150408,20130204:150418,0,0,0
others,20130204:150418,20130204:150423,0,0,0
others,20130204:150423,20130204:150428,0,0,0
others,20130204:150428,20130204:150447,0,0,0
others,20130204:150447,20130204:150502,0,0,0
others,20130204:150608,20130204:150615,0,0,10
Excel,20130204:150615,20130204:150632,0,0,0
others,20130204:150632,20130204:150638,0,0,0
others,20130204:150638,20130204:150639,0,0,0
others,20130204:150639,20130204:150640,0,0,0
others,20130204:150640,20130204:150643,0,0,0
others,20130204:150643,20130204:150644,0,0,0
Excel,20130204:150644,20130204:150711,0,0,0
others,20130204:150711,20130204:150733,0,0,0
Excel,20130204:150733,20130204:150737,0,0,0
others,20130204:150737,20130204:150738,0,0,0
Excel,20130204:150738,20130204:150818,0,0,0
others,20130204:150818,20130204:150831,0,0,0
Excel,20130204:150831,20130204:150833,0,0,1
others,20130204:150833,20130204:150841,0,0,3
Excel,20130204:150841,20130204:150843,0,0,0
file operation,20130204:150843,20130204:150846,0,0,2
file operation,20130204:150846,20130204:150847,0,0,0
file operation,20130204:150847,20130204:150849,0,0,0
file operation,20130204:150849,20130204:150850,0,0,0
file operation,20130204:150850,20130204:150851,0,0,0
Excel,20130204:150851,20130204:150853,0,0,0
others,20130204:150853,20130204:150906,0,0,0
others,20130204:150906,20130204:150939,0,0,37
others,20130204:150939,20130204:150944,0,0,0
others,20130204:150944,20130204:151004,0,0,0
others,20130204:151004,20130204:151012,0,0,0
others,20130204:151013,20130204:151034,0,0,0
file operation,20130204:151034,20130204:151035,0,0,0
file operation,20130204:151035,20130204:151037,0,0,0
others,20130204:151037,20130204:151059,0,0,0
file operation,20130204:151059,20130204:151107,0,0,0
others,20130204:151107,20130204:151108,0,0,0
others,20130204:151108,20130204:151116,0,0,10
others,20130204:151116,20130204:151117,0,0,0
others,20130204:151117,20130204:151122,0,0,0
others,20130204:151122,20130204:151140,0,0,0
others,20130204:151140,20130204:151151,0,0,0
Excel,20130204:151151,20130204:151228,0,0,0
others,20130204:151228,20130204:151237,0,0,0
email,20130204:151237,20130204:151241,0,0,0
others,20130204:151241,20130204:151249,0,0,0
others,20130204:151249,20130204:151301,0,0,0
others,20130204:151301,20130204:151322,0,0,1
others,20130204:151322,20130204:151452,0,0,0
Excel,20130204:151452,20130204:151504,0,0,0
Excel,20130204:151504,20130204:151608,0,0,0
others,20130204:151608,20130204:151616,0,0,0
Excel,20130204:151616,20130204:151620,0,0,0
others,20130204:151756,20130204:151806,0,0,5
others,20130204:151806,20130204:151808,0,0,0
others,20130204:151808,20130204:151813,0,0,5
others,20130204:151813,20130204:151814,0,0,2
others,20130204:151814,20130204:151815,0,0,2
others,20130204:151815,20130204:151816,0,0,2
others,20130204:151816,20130204:151818,0,0,2
others,20130204:151818,20130204:151819,0,0,0
Excel,20130204:151819,20130204:151829,0,0,0
others,20130204:151829,20130204:151833,0,0,0
others,20130204:151833,20130204:151835,0,0,2
others,20130204:151835,20130204:151836,0,0,0
Excel,20130204:151836,20130204:151841,0,0,0
others,20130204:151841,20130204:151842,0,0,0
others,20130204:151843,20130204:151844,0,0,0
others,20130204:151844,20130204:151846,0,0,0
others,20130204:151846,20130204:151847,0,0,0
Excel,20130204:151847,20130204:151905,0,0,0
others,20130204:151905,20130204:151915,0,0,4
others,20130204:151915,20130204:151921,0,0,0
others,20130204:151921,20130204:151923,0,0,0
others,20130204:151923,20130204:151924,0,0,0
others,20130204:151924,20130204:151925,0,0,0
Excel,20130204:151925,20130204:151938,0,0,0
others,20130204:151938,20130204:151941,0,0,1
others,20130204:151941,20130204:151943,0,0,0
others,20130204:151943,20130204:151953,0,0,6
others,20130204:151953,20130204:151957,0,0,0
others,20130204:151957,20130204:151958,0,0,0
Excel,20130204:151958,20130204:152005,0,0,0
Excel,20130204:152005,20130204:152008,0,0,0
others,20130204:152008,20130204:152026,0,0,4
Excel,20130204:152026,20130204:152037,0,0,2
others,20130204:152037,20130204:152039,0,0,3
others,20130204:152039,20130204:152042,0,0,0
others,20130204:152042,20130204:152043,0,0,0
Excel,20130204:152043,20130204:152051,0,0,0
others,20130204:152051,20130204:152108,0,0,16
others,20130204:152108,20130204:152112,0,0,0
Excel,20130204:152112,20130204:152124,0,0,0
others,20130204:152124,20130204:152135,0,0,0
file operation,20130204:152135,20130204:152138,0,0,0
file operation,20130204:152138,20130204:152142,0,0,0
others,20130204:152142,20130204:152144,0,0,0
others,20130204:152144,20130204:152158,0,0,29
others,20130204:152158,20130204:152201,0,0,0
others,20130204:152201,20130204:152202,0,0,0
others,20130204:152202,20130204:152203,0,0,0
file operation,20130204:152206,20130204:152212,0,0,0
others,20130204:152212,20130204:152225,0,0,22
others,20130204:152225,20130204:152226,0,0,0
file operation,20130204:152226,20130204:152227,0,0,0
others,20130204:152227,20130204:152228,0,0,0
others,20130204:152229,20130204:152230,0,0,0
file operation,20130204:152230,20130204:152231,0,0,0
others,20130204:152231,20130204:152232,0,0,0
file operation,20130204:152232,20130204:152233,0,0,0
others,20130204:152233,20130204:152237,0,0,0
others,20130204:152237,20130204:152341,0,0,0
others,20130204:152341,20130204:152343,0,0,0
others,20130204:152343,20130204:152351,0,0,0
others,20130204:152351,20130204:152415,0,0,0
Excel,20130204:152415,20130204:152425,0,0,0
others,20130204:152425,20130204:152432,0,0,7
others,20130204:152432,20130204:152437,0,0,0
others,20130204:152437,20130204:152438,0,0,0
Excel,20130204:152438,20130204:152441,0,0,0
others,20130204:152441,20130204:152445,0,0,2
others,20130204:152445,20130204:152446,0,0,1
others,20130204:152446,20130204:152450,0,0,2
others,20130204:152450,20130204:152452,0,0,1
others,20130204:152452,20130204:152454,0,0,1
others,20130204:152454,20130204:152455,0,0,1
others,20130204:152455,20130204:152456,0,0,0
Excel,20130204:152456,20130204:152500,0,0,0
others,20130204:152500,20130204:152502,0,0,0
Excel,20130204:152502,20130204:152505,0,0,0
Excel,20130204:152505,20130204:152513,0,0,0
others,20130204:152513,20130204:152515,0,0,5
others,20130204:152515,20130204:152516,0,0,1
others,20130204:152516,20130204:152517,0,0,0
others,20130204:152517,20130204:152518,0,0,0
others,20130204:152518,20130204:152519,0,0,0
Excel,20130204:152519,20130204:152621,0,0,0
others,20130204:152625,20130204:152726,0,0,28
Excel,20130204:152726,20130204:152735,0,0,0
file operation,20130204:152735,20130204:152738,0,0,0
others,20130204:152738,20130204:152740,0,0,0
Excel,20130204:152740,20130204:152741,0,0,0
others,20130204:152741,20130204:152742,0,0,0
others,20130204:152742,20130204:152743,0,0,0
Excel,20130204:152743,20130204:152934,0,0,0
file operation,20130204:152934,20130204:152938,0,0,0
email,20130204:152938,20130204:152940,0,0,0
others,20130204:152940,20130204:153000,0,0,43
others,20130204:153000,20130204:153004,0,0,0
others,20130204:153004,20130204:153005,0,0,0
others,20130204:153005,20130204:153013,0,0,4
others,20130204:153013,20130204:153014,0,0,1
others,20130204:153014,20130204:153017,0,0,6
others,20130204:153017,20130204:153020,0,0,0
others,20130204:153020,20130204:153033,0,0,1
Excel,20130204:153033,20130204:153053,0,0,0
others,20130204:153053,20130204:153107,0,0,4
Excel,20130204:153107,20130204:153110,0,0,0
others,20130204:153110,20130204:153111,0,0,0
others,20130204:153111,20130204:153115,0,0,1
others,20130204:153115,20130204:153118,0,0,0
Excel,20130204:153118,20130204:153123,0,0,0
others,20130204:153123,20130204:153142,0,0,1
others,20130204:153142,20130204:153238,0,0,0
others,20130204:153238,20130204:153259,0,0,0
Excel,20130204:153259,20130204:153312,0,0,0
others,20130204:153312,20130204:153313,0,0,0
others,20130204:153313,20130204:153315,0,0,0
others,20130204:153315,20130204:153321,0,0,0
others,20130204:153321,20130204:153409,0,0,1
others,20130204:153409,20130204:153412,0,0,0
others,20130204:153413,20130204:153424,0,0,25
others,20130204:153424,20130204:153429,0,0,0
others,20130204:153429,20130204:153436,0,0,0
others,20130204:153436,20130204:153457,0,0,1
others,20130204:153457,20130204:153503,0,0,1
others,20130204:153503,20130204:153505,0,0,0
others,20130204:153505,20130204:153511,0,0,0
Excel,20130204:153511,20130204:153532,0,0,0
others,20130204:153532,20130204:153536,0,0,0
others,20130204:153536,20130204:153538,0,0,0
others,20130204:153538,20130204:153544,0,0,0
others,20130204:153544,20130204:153619,0,0,0
Excel,20130204:153619,20130204:153627,0,0,0
others,20130204:153627,20130204:153642,0,0,0
others,20130204:153642,20130204:153646,0,0,1
others,20130204:153646,20130204:153649,0,0,0
others,20130204:153649,20130204:153652,0,0,0
others,20130204:153652,20130204:153653,0,0,0
others,20130204:153653,20130204:153657,0,0,0
Excel,20130204:153657,20130204:153713,0,0,0
others,20130204:153713,20130204:153722,0,0,0
Excel,20130204:153722,20130204:153726,0,0,0
others,20130204:153726,20130204:153729,0,0,0
others,20130204:153729,20130204:153733,0,0,0
others,20130204:153733,20130204:153751,0,0,0
Excel,20130204:153751,20130204:153805,0,0,0
others,20130204:153805,20130204:153833,0,0,0
others,20130204:153833,20130204:153840,0,0,1
others,20130204:153840,20130204:153845,0,0,0
others,20130204:153845,20130204:153902,0,0,0
others,20130204:153902,20130204:153930,0,0,0
others,20130204:153930,20130204:153934,0,0,0
others,20130204:153934,20130204:153938,0,0,0
others,20130204:153938,20130204:153945,0,0,0
others,20130204:153945,20130204:153947,0,0,2
others,20130204:153947,20130204:153954,0,0,9
others,20130204:153954,20130204:154005,0,0,0
others,20130204:154005,20130204:154006,0,0,0
Excel,20130204:154006,20130204:154018,0,0,0
others,20130204:154018,20130204:154117,0,0,0
Excel,20130204:154117,20130204:154140,0,0,0
others,20130204:154140,20130204:154227,0,0,3
others,20130204:154227,20130204:154233,0,0,2
others,20130204:154233,20130204:154237,0,0,0
Excel,20130204:154237,20130204:154345,0,0,0
others,20130204:154345,20130204:154359,0,0,0
others,20130204:154359,20130204:154403,0,0,0
others,20130204:154403,20130204:154404,0,0,0
others,20130204:154404,20130204:154421,0,0,0
others,20130204:154421,20130204:154426,0,0,0
others,20130204:154426,20130204:154428,0,0,0
others,20130204:154428,20130204:154433,0,0,0
others,20130204:154433,20130204:154435,0,0,0
Excel,20130204:154435,20130204:154444,0,0,0
others,20130204:154445,20130204:154452,0,0,2
others,20130204:154452,20130204:154506,0,0,15
others,20130204:154506,20130204:154507,0,0,0
others,20130204:154507,20130204:154557,0,0,45
others,20130204:154557,20130204:154611,0,0,0
others,20130204:154611,20130204:154625,0,0,0
others,20130204:154625,20130204:154628,0,0,0
others,20130204:154628,20130204:154643,0,0,35
others,20130204:154643,20130204:154644,0,0,0
Excel,20130204:154644,20130204:154657,0,0,0
others,20130204:154657,20130204:154755,0,0,1
Excel,20130204:154755,20130204:154829,0,0,0
others,20130204:154830,20130204:154910,0,0,14
others,20130204:154910,20130204:154925,0,0,0
others,20130204:154925,20130204:154926,0,0,0
others,20130204:154926,20130204:154929,0,0,0
others,20130204:154929,20130204:154941,0,0,0
others,20130204:154941,20130204:155000,0,0,0
others,20130204:155000,20130204:155001,0,0,0
others,20130204:155001,20130204:155006,0,0,0
others,20130204:155006,20130204:155012,0,0,0
others,20130204:155012,20130204:155013,0,0,0
others,20130204:155013,20130204:155015,0,0,0
others,20130204:155015,20130204:155034,0,0,0
file operation,20130204:155034,20130204:155036,0,0,0
Excel,20130204:155036,20130204:155114,0,0,2
others,20130204:155114,20130204:155119,0,0,0
others,20130204:155119,20130204:155120,0,0,0
others,20130204:155120,20130204:155122,0,0,0
others,20130204:155122,20130204:155127,0,0,0
others,20130204:155127,20130204:155133,0,0,0
others,20130204:155133,20130204:155134,0,0,0
others,20130204:155134,20130204:155138,0,0,0
others,20130204:155138,20130204:155143,0,0,0
others,20130204:155143,20130204:155149,0,0,0
others,20130204:155149,20130204:155152,0,0,0
others,20130204:155152,20130204:155156,0,0,0
others,20130204:155156,20130204:155159,0,0,0
others,20130204:155159,20130204:155200,0,0,0
others,20130204:155200,20130204:155201,0,0,0
others,20130204:155201,20130204:155210,0,0,0
others,20130204:155210,20130204:155214,0,0,0
others,20130204:155214,20130204:155217,0,0,0
others,20130204:155217,20130204:155220,0,0,0
others,20130204:155220,20130204:155221,0,0,0
others,20130204:155221,20130204:155223,0,0,0
others,20130204:155223,20130204:155226,0,0,0
others,20130204:155226,20130204:155227,0,0,0
others,20130204:155227,20130204:155229,0,0,0
file operation,20130204:155229,20130204:155230,0,0,0
file operation,20130204:155230,20130204:155232,0,0,0
others,20130204:155232,20130204:155233,0,0,0
file operation,20130204:155233,20130204:155236,0,0,0
others,20130204:155236,20130204:155238,0,0,0
others,20130204:155238,20130204:155252,0,0,32
others,20130204:155252,20130204:155256,0,0,0
others,20130204:155256,20130204:155308,0,0,2
others,20130204:155308,20130204:155356,0,0,0
others,20130204:155356,20130204:155419,0,0,0
others,20130204:155419,20130204:155447,0,0,0
others,20130204:155447,20130204:155506,0,0,25
others,20130204:155506,20130204:155548,0,0,18
others,20130204:155548,20130204:155554,0,0,0
others,20130204:155554,20130204:155557,0,0,0
others,20130204:155557,20130204:155603,0,0,0
others,20130204:155603,20130204:155604,0,0,0
others,20130204:155604,20130204:155613,0,0,0
others,20130204:155613,20130204:155616,0,0,0
others,20130204:155616,20130204:155621,0,0,0
others,20130204:155621,20130204:155624,0,0,0
others,20130204:155624,20130204:155625,0,0,0
others,20130204:155625,20130204:155626,0,0,0
others,20130204:155626,20130204:155628,0,0,0
others,20130204:155628,20130204:155629,0,0,0
others,20130204:155629,20130204:155631,0,0,0
others,20130204:155631,20130204:155635,0,0,0
others,20130204:155635,20130204:155636,0,0,0
others,20130204:155636,20130204:155638,0,0,0
others,20130204:155638,20130204:155639,0,0,0
others,20130204:155639,20130204:155640,0,0,0
others,20130204:155640,20130204:155641,0,0,0
others,20130204:155641,20130204:155647,0,0,0
others,20130204:155647,20130204:155657,0,0,0
others,20130204:155657,20130204:155659,0,0,0
others,20130204:155659,20130204:155701,0,0,0
others,20130204:155701,20130204:155702,0,0,0
others,20130204:155702,20130204:155705,0,0,0
others,20130204:155705,20130204:155706,0,0,0
others,20130204:155707,20130204:155727,0,0,72
others,20130204:155727,20130204:155732,0,0,0
others,20130204:155732,20130204:155733,0,0,0
others,20130204:155733,20130204:155736,0,0,0
others,20130204:155736,20130204:155738,0,0,0
others,20130204:155738,20130204:155740,0,0,0
others,20130204:155740,20130204:155756,0,0,52
others,20130204:155756,20130204:155800,0,0,0
others,20130204:155800,20130204:155805,0,0,0
others,20130204:155805,20130204:155811,0,0,0
others,20130204:155811,20130204:155815,0,0,0
others,20130204:155815,20130204:155818,0,0,0
others,20130204:155818,20130204:155821,0,0,0
others,20130204:155821,20130204:155825,0,0,0
others,20130204:155825,20130204:155828,0,0,0
others,20130204:155828,20130204:155835,0,0,0
others,20130204:155835,20130204:155845,0,0,0
others,20130204:155845,20130204:155854,0,0,0
others,20130204:155854,20130204:155859,0,0,0
others,20130204:155859,20130204:155903,0,0,0
others,20130204:155903,20130204:155904,0,0,0
others,20130204:155904,20130204:155910,0,0,0
others,20130204:155910,20130204:155918,0,0,0
others,20130204:155918,20130204:155922,0,0,0
others,20130204:155922,20130204:155926,0,0,0
others,20130204:155926,20130204:155927,0,0,0
others,20130204:155927,20130204:155931,0,0,0
others,20130204:155931,20130204:155934,0,0,0
others,20130204:155934,20130204:155938,0,0,0
others,20130204:155938,20130204:155943,0,0,0
others,20130204:155943,20130204:155953,0,0,0
others,20130204:155953,20130204:160006,0,0,0
others,20130204:160006,20130204:160008,0,0,0
others,20130204:160008,20130204:160009,0,0,0
others,20130204:160009,20130204:160048,0,0,0
others,20130204:160048,20130204:160057,0,0,8
others,20130204:160057,20130204:160100,0,0,0
others,20130204:160100,20130204:160114,0,0,5
others,20130204:160114,20130204:160123,0,0,0
others,20130204:160123,20130204:160129,0,0,0
others,20130204:160129,20130204:160131,0,0,0
others,20130204:160131,20130204:160134,0,0,0
others,20130204:160134,20130204:160136,0,0,0
others,20130204:160136,20130204:160138,0,0,0
others,20130204:160138,20130204:160141,0,0,3
others,20130204:160143,20130204:160146,0,0,2
others,20130204:160146,20130204:160148,0,0,0
others,20130204:160148,20130204:160202,0,0,0
others,20130204:160202,20130204:160204,0,0,0
others,20130204:160204,20130204:160207,0,0,0
others,20130204:160207,20130204:160210,0,0,0
others,20130204:160210,20130204:160216,0,0,0
others,20130204:160216,20130204:160217,0,0,0
others,20130204:160217,20130204:160218,0,0,0
others,20130204:160218,20130204:160221,0,0,0
others,20130204:160221,20130204:160222,0,0,0
Excel,20130204:160222,20130204:160313,0,0,0
others,20130204:160313,20130204:160321,0,0,0
others,20130204:160321,20130204:160325,0,0,1
others,20130204:160325,20130204:160326,0,0,1
others,20130204:160326,20130204:160329,0,0,2
others,20130204:160329,20130204:160330,0,0,1
others,20130204:160330,20130204:160334,0,0,0
others,20130204:160334,20130204:160335,0,0,1
others,20130204:160335,20130204:160340,0,0,0
others,20130204:160340,20130204:160341,0,0,0
others,20130204:160341,20130204:160343,0,0,0
others,20130204:160343,20130204:160344,0,0,0
others,20130204:160344,20130204:160349,0,0,0
others,20130204:160349,20130204:160406,0,0,0
others,20130204:160406,20130204:160408,0,0,0
others,20130204:160408,20130204:160417,0,0,0
others,20130204:160417,20130204:160421,0,0,0
others,20130204:160421,20130204:160430,0,0,0
others,20130204:160430,20130204:160439,0,0,0
others,20130204:160439,20130204:160440,0,0,0
others,20130204:160440,20130204:160442,0,0,0
others,20130204:160442,20130204:160445,0,0,0
others,20130204:160445,20130204:160448,0,0,0
others,20130204:160448,20130204:160450,0,0,0
others,20130204:160450,20130204:160501,0,0,0
others,20130204:160501,20130204:160506,0,0,0
others,20130204:160506,20130204:160526,0,0,0
Excel,20130204:160526,20130204:160531,0,0,0
others,20130204:160531,20130204:160553,0,0,0
Excel,20130204:160553,20130204:160622,0,0,0
others,20130204:160622,20130204:160623,0,0,0
others,20130204:160624,20130204:160628,0,0,0
others,20130204:160628,20130204:160633,0,0,0
others,20130204:160633,20130204:160636,0,0,0
others,20130204:161121,20130204:161123,0,0,2
others,20130204:161123,20130204:161125,0,0,2
others,20130204:161125,20130204:161126,0,0,0
others,20130204:161126,20130204:161127,0,0,0
others,20130204:161127,20130204:161200,0,0,0
others,20130204:161200,20130204:161203,0,0,0
others,20130204:161203,20130204:161205,0,0,0
others,20130204:161205,20130204:161217,0,0,4
others,20130204:161217,20130204:161219,0,0,0
others,20130204:161219,20130204:161333,0,0,27
